games,splits,score,wins,loses,draws
50,0,-115,9,32,9
100,2,-210,24,61,17
150,2,-225,39,82,31
200,6,-415,49,114,43
250,6,-540,62,141,53
300,8,-710,73,172,63
350,10,-915,82,206,72
400,10,-1165,90,242,78
450,11,-1425,95,279,87
500,11,-1530,110,306,95
550,12,-1630,123,335,104
600,16,-1720,137,367,112
650,16,-1740,153,388,125
700,17,-1790,167,413,137
750,18,-2065,174,449,145
800,20,-2170,182,478,160
850,22,-2220,198,505,169
900,23,-2515,202,540,181
950,23,-2605,217,567,189
1000,24,-2765,229,598,197
1050,26,-2900,244,628,204
1100,26,-2945,263,653,210
1150,27,-3035,277,682,218
1200,29,-3170,288,714,227
1250,30,-3290,297,744,239
1300,34,-3445,310,774,250
1350,39,-3550,322,801,266
1400,41,-3475,342,818,281
1450,43,-3605,356,848,289
1500,43,-3805,367,879,297
1550,43,-3955,379,909,305
1600,46,-4100,393,939,314
1650,47,-4195,406,963,328
1700,49,-4255,424,990,335
1750,49,-4210,441,1010,348
1800,51,-4285,455,1036,360
1850,51,-4445,466,1066,369
1900,51,-4445,484,1087,380
1950,51,-4520,496,1114,391
2000,55,-4695,508,1145,402
2050,55,-4800,522,1171,412
2100,55,-4915,530,1201,424
2150,55,-5005,542,1228,435
2200,56,-5075,553,1255,448
2250,58,-5075,571,1279,458
2300,58,-5090,584,1304,470
2350,58,-5215,597,1334,477
2400,63,-5405,604,1366,493
2450,64,-5595,614,1398,502
2500,64,-5595,632,1422,510
2550,67,-5735,644,1451,522
2600,69,-5805,657,1480,532
2650,69,-5880,671,1506,542
2700,72,-6010,684,1535,553
2750,73,-6095,698,1562,563
2800,73,-6180,709,1589,575
2850,77,-6275,725,1616,586
2900,78,-6280,741,1640,597
2950,79,-6320,758,1667,604
3000,79,-6555,767,1701,611
3050,80,-6620,781,1723,626
3100,81,-6790,792,1754,635
3150,81,-7050,796,1790,645
3200,84,-7085,812,1814,658
3250,85,-7150,826,1839,670
3300,87,-7245,842,1866,679
3350,90,-7375,854,1894,692
3400,95,-7530,864,1924,707
3450,98,-7705,874,1953,721
3500,100,-7950,883,1988,729
3550,101,-8060,895,2017,739
3600,102,-8200,909,2048,745
3650,106,-8380,920,2080,756
3700,107,-8530,931,2109,767
3750,107,-8705,939,2139,779
3800,109,-8770,955,2166,788
3850,109,-8905,969,2195,795
3900,111,-9020,983,2222,806
3950,112,-9035,1000,2245,817
4000,117,-9185,1014,2277,826
4050,117,-9325,1030,2307,830
4100,117,-9405,1041,2335,841
4150,117,-9430,1058,2356,853
4200,120,-9690,1067,2394,859
4250,124,-9775,1084,2421,869
4300,126,-9960,1094,2451,881
4350,129,-10135,1107,2486,886
4400,130,-10105,1124,2506,900
4450,133,-10185,1139,2532,912
4500,136,-10375,1146,2564,926
4550,137,-10495,1159,2592,936
4600,139,-10615,1175,2623,941
4650,143,-10730,1188,2652,953
4700,144,-10970,1196,2684,964
4750,145,-10980,1212,2710,973
4800,148,-11140,1223,2740,985
4850,149,-11315,1234,2770,995
4900,153,-11385,1250,2796,1007
4950,153,-11525,1258,2824,1021
5000,153,-11705,1272,2856,1025
5050,155,-11870,1287,2889,1029
5100,157,-12025,1298,2920,1039
5150,158,-12110,1308,2943,1057
5200,158,-12295,1317,2975,1066
5250,160,-12400,1336,3006,1068
5300,163,-12540,1349,3036,1078
5350,165,-12685,1360,3066,1089
5400,166,-12785,1371,3093,1102
5450,166,-12965,1379,3125,1112
5500,166,-13140,1389,3154,1123
5550,167,-13335,1398,3184,1135
5600,168,-13465,1413,3212,1143
5650,169,-13555,1426,3240,1153
5700,169,-13705,1437,3269,1163
5750,170,-13865,1449,3300,1171
5800,171,-13970,1462,3328,1181
5850,172,-14040,1476,3352,1194
5900,174,-14210,1487,3383,1204
5950,175,-14230,1500,3404,1221
6000,177,-14245,1517,3430,1230
6050,178,-14430,1526,3462,1240
6100,181,-14530,1541,3490,1250
6150,181,-14730,1550,3522,1259
6200,181,-14885,1563,3552,1266
6250,182,-14865,1581,3574,1277
6300,185,-14890,1597,3597,1291
6350,186,-14960,1613,3623,1300
6400,189,-15040,1627,3648,1314
6450,190,-15235,1638,3680,1322
6500,191,-15345,1654,3707,1330
6550,192,-15445,1670,3736,1336
6600,192,-15510,1684,3761,1347
6650,195,-15620,1700,3791,1354
6700,198,-15655,1718,3817,1363
6750,198,-15760,1733,3844,1371
6800,200,-15925,1747,3876,1377
6850,204,-16045,1759,3906,1389
6900,205,-16315,1767,3944,1394
6950,205,-16385,1781,3971,1403
7000,206,-16480,1794,3998,1414
7050,208,-16655,1807,4030,1421
7100,208,-16900,1814,4066,1428
7150,209,-17090,1827,4098,1434
7200,210,-17205,1841,4125,1444
7250,210,-17455,1846,4158,1456
7300,211,-17595,1859,4188,1464
7350,213,-17805,1868,4221,1474
7400,214,-18035,1879,4255,1480
7450,214,-18160,1891,4284,1489
7500,214,-18315,1897,4313,1504
7550,215,-18505,1910,4345,1510
7600,215,-18670,1923,4376,1516
7650,216,-18830,1935,4407,1524
7700,218,-19010,1943,4439,1536
7750,219,-19140,1955,4467,1547
7800,220,-19270,1967,4495,1558
7850,224,-19320,1979,4518,1577
7900,224,-19485,1989,4549,1586
7950,224,-19525,1999,4572,1603
8000,228,-19660,2014,4602,1612
8050,229,-19730,2028,4626,1625
8100,229,-19920,2036,4659,1634
8150,231,-20080,2049,4691,1641
8200,233,-20285,2057,4724,1652
8250,233,-20425,2067,4751,1665
