games,splits,score,wins,loses,draws
50,1,-40,12,29,10
100,5,-115,29,58,18
150,7,-210,46,86,25
200,16,-460,54,122,40
250,16,-400,75,140,51
300,16,-500,87,165,64
350,17,-620,102,192,73
400,26,-620,117,213,96
450,32,-840,130,248,104
500,42,-865,149,271,122
550,45,-970,163,300,132
600,48,-1045,176,325,147
650,50,-1115,194,350,156
700,54,-1240,208,381,165
750,54,-1390,221,409,174
800,58,-1435,239,433,186
850,59,-1480,258,458,193
900,62,-1610,272,488,202
950,69,-1705,288,515,216
1000,69,-1730,305,539,225
1050,78,-1845,319,569,240
1100,79,-1910,335,593,251
1150,80,-1970,349,616,265
1200,83,-2065,365,643,275
1250,85,-2215,379,675,281
1300,91,-2360,394,706,291
1350,96,-2540,405,735,306
1400,101,-2595,423,760,318
1450,102,-2650,441,785,326
1500,107,-2665,456,809,342
1550,108,-2775,471,835,352
1600,111,-2915,482,863,366
1650,113,-2980,500,889,374
1700,114,-3055,513,914,387
1750,118,-3215,524,944,400
1800,120,-3255,542,969,409
1850,125,-3420,553,1001,421
1900,126,-3520,568,1029,429
1950,129,-3700,577,1062,440
2000,134,-3835,593,1093,448
2050,134,-3905,607,1120,457
2100,139,-3970,621,1148,470
2150,149,-4100,635,1178,486
2200,158,-4215,647,1206,505
2250,161,-4275,661,1229,521
2300,162,-4270,679,1251,532
2350,165,-4410,692,1281,542
2400,165,-4490,708,1308,549
2450,169,-4725,716,1344,559
2500,171,-4775,737,1370,564
2550,172,-4775,754,1393,575
2600,176,-4960,769,1428,579
2650,179,-5025,788,1455,586
2700,182,-5215,799,1488,595
2750,183,-5405,809,1520,604
2800,194,-5580,823,1553,618
2850,195,-5690,835,1579,631
2900,199,-5790,848,1608,643
2950,204,-5970,861,1639,654
3000,209,-6025,880,1665,664
3050,213,-6165,894,1696,673
3100,214,-6245,906,1722,686
3150,216,-6480,916,1757,693
3200,217,-6555,930,1783,704
3250,221,-6595,942,1811,718
3300,224,-6775,955,1842,727
3350,230,-6875,969,1869,742
3400,231,-6910,986,1894,751
3450,235,-6970,1001,1918,766
3500,236,-7060,1011,1946,779
3550,239,-7105,1026,1970,793
3600,243,-7250,1042,2002,799
3650,247,-7320,1056,2029,812
3700,254,-7395,1070,2055,829
3750,257,-7520,1084,2086,837
3800,259,-7525,1102,2109,848
3850,264,-7750,1110,2141,863
3900,268,-7795,1129,2166,873
3950,269,-7830,1145,2190,884
4000,276,-8125,1150,2229,897
4050,279,-8145,1168,2252,909
4100,286,-8245,1183,2280,923
4150,288,-8360,1198,2308,932
4200,291,-8485,1213,2337,941
4250,294,-8655,1225,2369,950
4300,299,-8670,1244,2394,961
4350,311,-8820,1257,2425,979
4400,315,-8920,1270,2454,991
4450,320,-9070,1286,2485,999
4500,322,-9110,1301,2510,1011
4550,328,-9175,1312,2535,1031
4600,332,-9245,1331,2561,1040
4650,334,-9365,1345,2590,1049
4700,336,-9455,1359,2616,1061
4750,338,-9685,1366,2649,1073
4800,342,-9920,1373,2684,1085
4850,348,-9960,1388,2706,1104
4900,349,-10110,1398,2737,1114
4950,351,-10355,1406,2771,1124
5000,352,-10530,1416,2800,1136
5050,355,-10670,1429,2830,1146
5100,356,-10790,1439,2858,1159
5150,360,-10860,1457,2886,1167
5200,363,-11050,1469,2917,1177
5250,366,-11195,1481,2948,1187
5300,368,-11280,1495,2972,1201
5350,374,-11450,1507,3004,1213
5400,376,-11575,1520,3031,1225
5450,378,-11525,1540,3055,1233
5500,381,-11640,1553,3081,1247
5550,386,-11855,1564,3115,1257
5600,386,-11950,1578,3143,1265
5650,390,-12150,1589,3177,1274
5700,393,-12320,1600,3211,1282
5750,396,-12465,1611,3241,1294
5800,403,-12450,1634,3264,1305
5850,407,-12445,1656,3287,1314
5900,409,-12510,1671,3313,1325
5950,417,-12615,1687,3344,1336
6000,418,-12725,1697,3368,1353
6050,420,-12835,1709,3397,1364
6100,422,-12940,1721,3427,1374
6150,424,-13045,1735,3456,1383
6200,425,-13205,1749,3489,1387
6250,426,-13325,1765,3517,1394
6300,428,-13485,1776,3547,1405
6350,433,-13610,1787,3575,1421
6400,436,-13575,1810,3596,1430
6450,439,-13825,1821,3632,1436
6500,441,-13925,1834,3658,1449
6550,446,-13945,1854,3683,1459
6600,450,-13955,1875,3708,1467
6650,453,-14050,1892,3736,1475
6700,457,-14185,1906,3765,1486
6750,461,-14315,1923,3795,1493
6800,464,-14475,1939,3827,1498
6850,464,-14590,1951,3855,1508
6900,472,-14620,1968,3881,1523
6950,476,-14705,1982,3908,1536
7000,477,-14725,2001,3932,1544
7050,481,-14805,2012,3957,1562
7100,485,-14935,2026,3987,1572
7150,487,-15050,2038,4015,1584
7200,489,-15210,2047,4043,1599
7250,496,-15340,2060,4072,1614
7300,500,-15420,2076,4099,1625
7350,504,-15475,2094,4124,1636
7400,511,-15680,2107,4159,1645
7450,514,-15940,2111,4192,1661
7500,517,-15990,2127,4216,1674
7550,518,-16195,2138,4249,1681
7600,526,-16205,2161,4273,1692
7650,527,-16365,2174,4305,1698
7700,530,-16460,2187,4332,1711
7750,533,-16535,2204,4361,1718
7800,537,-16545,2218,4382,1737
7850,542,-16585,2236,4410,1746
7900,542,-16635,2251,4436,1755
7950,546,-16770,2262,4465,1769
8000,548,-16850,2276,4490,1782
8050,550,-16980,2292,4519,1789
8100,553,-16955,2312,4538,1803
8150,554,-17065,2325,4565,1814
8200,558,-17225,2340,4596,1822
8250,565,-17305,2357,4627,1831
8300,567,-17395,2371,4653,1843
8350,569,-17540,2384,4685,1850
8400,572,-17710,2397,4718,1857
8450,577,-17710,2416,4743,1868
8500,578,-17805,2427,4771,1880
8550,580,-17935,2441,4801,1888
8600,584,-17995,2458,4827,1899
8650,591,-18150,2469,4858,1914
8700,597,-18300,2481,4888,1928
8750,604,-18475,2489,4918,1947
8800,605,-18520,2506,4944,1955
8850,608,-18590,2521,4969,1968
8900,609,-18650,2536,4993,1980
8950,613,-18735,2551,5021,1991
9000,614,-18945,2564,5055,1995
9050,621,-19130,2574,5088,2009
9100,624,-19185,2588,5115,2021
9150,624,-19310,2603,5144,2027
9200,626,-19425,2619,5173,2034
9250,634,-19455,2637,5197,2050
9300,637,-19565,2650,5224,2063
9350,643,-19680,2663,5253,2077
9400,648,-19835,2676,5286,2086
9450,650,-19955,2689,5314,2097
9500,650,-20010,2702,5337,2111
9550,654,-20110,2718,5366,2120
9600,657,-20330,2727,5400,2130
9650,658,-20405,2744,5426,2138
9700,659,-20380,2759,5449,2151
9750,664,-20360,2784,5472,2158
9800,666,-20470,2797,5499,2170
9850,671,-20570,2810,5525,2186
9900,675,-20650,2825,5551,2199
9950,677,-20845,2833,5583,2211
10000,678,-20960,2845,5611,2222
10050,679,-21175,2853,5642,2234
10100,682,-21285,2868,5671,2243
10150,683,-21365,2883,5697,2253
10200,693,-21570,2893,5732,2268
10250,696,-21630,2908,5759,2279
10300,697,-21690,2924,5784,2289
10350,701,-21785,2941,5812,2298
10400,706,-21970,2948,5845,2313
10450,713,-22120,2961,5876,2326
10500,723,-22235,2976,5904,2343
10550,725,-22320,2991,5932,2352
10600,731,-22500,3005,5964,2362
10650,736,-22615,3021,5993,2372
10700,741,-22710,3033,6022,2386
10750,746,-22870,3045,6053,2398
10800,751,-22970,3058,6082,2411
10850,753,-23100,3068,6111,2424
10900,755,-23120,3085,6136,2434
10950,760,-23295,3093,6166,2451
11000,763,-23435,3109,6196,2458
11050,766,-23545,3122,6223,2471
11100,767,-23580,3138,6247,2482
11150,770,-23510,3155,6266,2499
11200,770,-23635,3168,6296,2506
11250,775,-23775,3185,6330,2510
11300,783,-23815,3206,6355,2522
11350,784,-23970,3218,6384,2532
11400,785,-23900,3240,6402,2543
11450,790,-24050,3255,6435,2550
11500,792,-24215,3268,6469,2555
11550,795,-24300,3283,6500,2562
11600,800,-24255,3306,6520,2574
11650,801,-24480,3312,6553,2586
11700,804,-24515,3330,6576,2598
11750,817,-24630,3348,6607,2612
11800,818,-24635,3364,6631,2623
11850,822,-24745,3378,6659,2635
11900,823,-24735,3396,6682,2645
11950,832,-24745,3416,6709,2657
12000,834,-24935,3427,6742,2665
12050,837,-24980,3446,6767,2674
12100,840,-25035,3464,6792,2684
12150,843,-25125,3480,6820,2693
12200,849,-25200,3492,6847,2710
12250,854,-25225,3512,6871,2721
12300,859,-25280,3528,6897,2734
12350,866,-25345,3543,6923,2750
12400,868,-25455,3557,6954,2757
12450,872,-25650,3569,6987,2766
12500,875,-25740,3584,7014,2777
12550,878,-25860,3597,7045,2786
12600,881,-25965,3606,7072,2803
12650,884,-25960,3626,7093,2815
12700,889,-26130,3637,7124,2828
12750,891,-26305,3648,7157,2836
12800,893,-26380,3660,7181,2852
12850,894,-26375,3679,7201,2864
12900,903,-26405,3697,7228,2878
12950,905,-26475,3711,7255,2889
13000,910,-26550,3726,7282,2902
13050,910,-26625,3740,7308,2912
13100,921,-26910,3748,7349,2924
13150,921,-26925,3764,7374,2933
13200,921,-27070,3773,7405,2943
13250,923,-27210,3790,7436,2947
13300,926,-27330,3804,7465,2957
13350,929,-27400,3820,7494,2965
13400,931,-27500,3832,7522,2977
13450,932,-27550,3845,7549,2988
13500,934,-27795,3851,7584,2999
13550,937,-27920,3866,7613,3008
13600,939,-28005,3879,7639,3021
13650,941,-28100,3892,7666,3033
13700,943,-28185,3907,7691,3045
13750,946,-28240,3920,7717,3059
13800,946,-28280,3935,7742,3069
13850,953,-28400,3945,7770,3088
13900,959,-28525,3958,7800,3101
13950,964,-28640,3972,7830,3112
14000,969,-28745,3988,7858,3123
14050,970,-28885,3999,7886,3135
14100,979,-28935,4021,7913,3145
14150,982,-29020,4038,7940,3154
14200,983,-29090,4049,7967,3167
14250,988,-29125,4066,7992,3180
14300,992,-29265,4079,8022,3191
14350,995,-29430,4091,8052,3202
14400,998,-29540,4104,8079,3215
14450,1001,-29615,4115,8105,3231
14500,1005,-29635,4135,8130,3240
14550,1013,-29795,4147,8161,3255
14600,1016,-29980,4161,8195,3260
14650,1017,-30050,4176,8220,3271
14700,1020,-30190,4189,8250,3281
14750,1020,-30310,4200,8276,3294
14800,1029,-30540,4210,8312,3307
14850,1038,-30670,4224,8342,3322
14900,1041,-30860,4235,8375,3331
14950,1044,-30915,4250,8400,3344
15000,1048,-30965,4269,8427,3352
15050,1056,-30980,4287,8451,3368
15100,1057,-31070,4299,8478,3380
15150,1060,-31325,4308,8514,3388
15200,1062,-31420,4323,8543,3396
15250,1064,-31485,4339,8567,3408
15300,1069,-31545,4353,8593,3423
15350,1071,-31755,4363,8627,3431
15400,1072,-31985,4373,8660,3439
15450,1076,-32160,4385,8694,3447
15500,1081,-32285,4400,8723,3458
15550,1085,-32405,4418,8753,3464
15600,1087,-32565,4430,8784,3473
15650,1094,-32670,4447,8813,3484
15700,1099,-32865,4458,8845,3496
15750,1103,-32935,4472,8872,3509
15800,1103,-33145,4480,8904,3519
15850,1106,-33315,4493,8937,3526
15900,1111,-33420,4508,8964,3539
15950,1112,-33560,4520,8993,3549
16000,1115,-33690,4532,9024,3559
16050,1116,-33740,4546,9049,3571
16100,1117,-33845,4561,9079,3577
16150,1120,-33860,4577,9104,3589
16200,1122,-33985,4591,9135,3596
16250,1125,-34065,4606,9164,3605
16300,1127,-34115,4619,9191,3617
16350,1131,-34105,4635,9212,3634
16400,1136,-34160,4651,9235,3650
16450,1140,-34230,4668,9262,3660
16500,1143,-34310,4683,9288,3672
16550,1144,-34320,4700,9312,3682
16600,1147,-34365,4717,9338,3692
