games,splits,score,wins,loses,draws
50,3,-90,10,32,11
100,5,-130,24,59,22
150,6,-325,31,90,35
200,9,-305,52,112,45
250,12,-515,61,145,56
300,12,-720,71,177,64
350,14,-860,84,207,73
400,14,-975,94,233,87
450,16,-1150,104,262,100
500,20,-1400,110,299,111
550,20,-1420,128,322,120
600,21,-1565,138,351,132
650,26,-1720,151,381,144
700,28,-1940,157,415,156
750,31,-2060,171,444,166
800,31,-2270,182,476,173
850,33,-2405,194,506,183
900,35,-2430,213,532,190
950,36,-2540,228,561,197
1000,37,-2735,236,593,208
1050,40,-2825,246,621,223
1100,40,-2985,259,650,231
1150,40,-3200,268,682,240
1200,45,-3360,278,714,253
1250,46,-3480,291,742,263
1300,47,-3635,301,772,274
1350,47,-3825,309,802,286
1400,49,-3905,324,831,294
1450,49,-3960,339,856,304
1500,52,-4095,354,886,312
1550,53,-4370,360,921,322
1600,53,-4420,377,946,330
1650,57,-4695,384,982,341
1700,57,-4810,394,1008,355
1750,58,-4885,403,1035,370
1800,59,-5000,417,1062,380
1850,62,-5115,429,1090,393
1900,63,-5260,441,1118,404
1950,64,-5345,452,1142,420
2000,65,-5440,468,1172,425
2050,66,-5685,475,1205,436
2100,69,-5765,489,1230,450
2150,70,-5890,500,1255,465
2200,74,-6010,514,1281,479
2250,75,-6160,526,1311,488
2300,75,-6275,538,1339,498
2350,76,-6400,550,1368,508
2400,76,-6495,563,1392,521
2450,76,-6595,572,1417,537
2500,85,-6780,586,1451,548
2550,85,-6805,601,1473,561
2600,90,-6950,613,1501,576
2650,92,-7125,624,1534,584
2700,93,-7315,634,1566,593
2750,95,-7400,646,1591,608
2800,101,-7505,658,1618,625
2850,108,-7605,676,1646,636
2900,108,-7725,686,1674,648
2950,114,-7835,702,1701,661
3000,114,-8000,713,1730,671
3050,114,-7960,733,1749,682
3100,116,-8085,742,1778,696
3150,117,-8190,754,1805,708
3200,120,-8250,770,1830,720
3250,123,-8375,784,1858,731
3300,125,-8380,802,1881,742
3350,127,-8395,822,1907,748
3400,127,-8515,833,1936,758
3450,128,-8620,844,1965,769
3500,129,-8680,861,1991,777
3550,129,-8905,865,2022,792
3600,130,-9115,874,2055,801
3650,131,-9265,884,2083,814
3700,132,-9380,892,2110,830
3750,134,-9540,903,2137,844
3800,136,-9715,913,2169,854
3850,136,-9805,928,2196,862
3900,138,-9960,939,2227,872
3950,139,-10170,947,2256,886
4000,139,-10205,964,2281,894
4050,140,-10320,978,2308,904
4100,140,-10565,985,2341,914
4150,142,-10650,998,2367,927
4200,143,-10870,1008,2402,933
4250,145,-10970,1019,2429,947
4300,146,-10980,1034,2451,961
4350,147,-11165,1044,2481,972
4400,151,-11285,1056,2508,987
4450,152,-11360,1067,2534,1001
4500,152,-11325,1086,2554,1012
4550,154,-11415,1095,2581,1028
4600,156,-11605,1105,2613,1038
4650,158,-11720,1115,2639,1054
4700,161,-11830,1128,2669,1064
4750,162,-11965,1143,2699,1070
4800,162,-12085,1155,2726,1081
4850,165,-12305,1164,2760,1091
4900,166,-12490,1175,2791,1100
4950,167,-12610,1187,2818,1112
5000,169,-12820,1195,2850,1124
5050,169,-13025,1204,2881,1134
5100,170,-13250,1213,2914,1143
5150,170,-13380,1223,2943,1154
5200,171,-13495,1236,2972,1163
5250,172,-13585,1247,2998,1177
5300,173,-13820,1257,3033,1183
5350,176,-13845,1276,3059,1191
5400,177,-13960,1289,3088,1200
