games,splits,score,wins,loses,draws
50,3,45,13,26,14
100,9,-40,32,55,22
150,10,-240,40,89,31
200,10,-340,55,117,38
250,13,-540,68,150,45
300,22,-780,77,183,62
350,24,-860,92,209,73
400,28,-835,111,230,87
450,34,-880,125,256,103
500,40,-1060,134,286,120
550,43,-1210,147,317,129
600,43,-1360,157,348,138
650,44,-1515,170,378,146
700,45,-1695,184,410,151
750,50,-1820,196,439,165
800,53,-1960,209,469,175
850,58,-2065,220,498,190
900,66,-2165,236,527,203
950,66,-2330,247,559,210
1000,66,-2320,264,581,221
1050,74,-2460,273,613,238
1100,75,-2615,283,643,249
1150,80,-2740,297,671,262
1200,85,-2830,314,700,271
1250,86,-3085,321,734,281
1300,91,-3190,335,760,296
1350,91,-3400,345,794,302
1400,92,-3640,352,828,312
1450,95,-3630,372,850,323
1500,98,-3625,391,873,334
1550,100,-3820,403,906,341
1600,101,-3845,419,929,353
1650,107,-3870,435,955,367
1700,117,-3945,450,985,382
1750,120,-4090,464,1015,391
1800,122,-4325,474,1050,398
1850,129,-4440,488,1080,411
1900,129,-4595,499,1111,419
1950,135,-4635,518,1137,430
2000,136,-4795,530,1168,438
2050,143,-4855,544,1194,455
2100,149,-5035,554,1225,470
2150,152,-5205,566,1257,479
2200,154,-5455,573,1289,492
2250,155,-5525,587,1319,499
2300,156,-5630,600,1347,509
2350,158,-5720,615,1374,519
2400,160,-5875,627,1403,530
2450,167,-6020,640,1432,545
2500,168,-6255,649,1466,553
2550,172,-6345,660,1495,567
2600,176,-6485,674,1526,576
2650,184,-6580,687,1556,591
2700,186,-6670,702,1583,601
2750,190,-6725,715,1606,619
2800,191,-6790,732,1631,628
2850,192,-6875,747,1656,639
2900,195,-6950,763,1681,651
2950,198,-7070,776,1709,663
3000,200,-7225,785,1738,677
3050,201,-7330,797,1765,689
3100,207,-7490,812,1796,699
3150,208,-7620,823,1823,712
3200,208,-7820,830,1856,722
3250,209,-7990,837,1886,736
3300,212,-8110,853,1914,745
3350,214,-8315,865,1948,751
3400,219,-8440,874,1974,771
3450,220,-8590,886,2004,780
3500,220,-8610,902,2025,793
3550,224,-8765,912,2055,807
3600,227,-8805,930,2077,820
3650,230,-8995,942,2111,827
3700,232,-9155,953,2141,838
3750,232,-9290,964,2170,848
3800,238,-9430,979,2202,857
3850,241,-9530,997,2230,864
3900,243,-9740,1007,2264,872
3950,246,-9890,1025,2297,874
4000,248,-9960,1040,2325,883
4050,255,-10015,1057,2352,896
4100,258,-10105,1074,2381,903
4150,261,-10230,1086,2413,912
4200,262,-10350,1098,2443,921
4250,265,-10410,1110,2470,935
4300,267,-10520,1124,2498,945
4350,270,-10615,1138,2523,959
4400,272,-10755,1150,2552,970
4450,276,-10930,1158,2582,986
4500,281,-10910,1178,2606,997
4550,284,-10945,1191,2630,1013
4600,291,-11070,1202,2658,1031
4650,298,-11210,1213,2686,1049
4700,298,-11345,1222,2713,1063
4750,307,-11400,1239,2740,1078
4800,313,-11540,1253,2768,1092
4850,320,-11685,1268,2799,1103
4900,324,-11785,1276,2823,1125
4950,329,-11830,1293,2846,1140
5000,334,-11985,1305,2875,1154
5050,339,-12010,1321,2901,1167
5100,340,-12105,1330,2927,1183
5150,344,-12270,1344,2959,1191
5200,349,-12320,1359,2985,1205
5250,352,-12545,1370,3020,1212
5300,352,-12530,1385,3041,1226
5350,355,-12685,1396,3072,1237
5400,358,-12730,1413,3098,1247
5450,359,-12770,1433,3122,1254
5500,363,-12855,1451,3150,1262
5550,365,-12990,1463,3177,1275
5600,369,-13150,1476,3209,1284
5650,375,-13280,1488,3240,1297
5700,381,-13310,1502,3263,1316
5750,383,-13545,1511,3297,1325
5800,386,-13690,1523,3325,1338
5850,389,-13805,1537,3352,1350
5900,390,-13925,1549,3379,1362
5950,390,-14140,1556,3412,1372
6000,391,-14305,1566,3443,1382
6050,398,-14585,1572,3480,1396
6100,402,-14660,1585,3505,1412
6150,406,-14735,1602,3531,1423
6200,412,-14850,1617,3559,1436
6250,414,-14995,1628,3589,1447
6300,416,-15130,1639,3618,1459
6350,417,-15315,1650,3649,1468
6400,425,-15540,1657,3683,1485
6450,428,-15635,1666,3709,1503
6500,430,-15680,1681,3736,1513
6550,431,-15715,1696,3759,1526
6600,431,-15885,1706,3789,1536
6650,433,-16005,1716,3817,1550
6700,439,-16145,1728,3849,1562
6750,446,-16125,1747,3875,1574
6800,451,-16265,1761,3906,1584
6850,453,-16455,1770,3937,1596
6900,459,-16610,1782,3969,1608
6950,461,-16800,1791,4000,1620
7000,463,-16920,1804,4028,1631
7050,466,-16965,1819,4052,1645
7100,467,-17045,1835,4079,1653
7150,473,-17115,1851,4105,1667
7200,476,-17225,1864,4132,1680
7250,477,-17440,1872,4163,1692
7300,478,-17575,1881,4193,1704
7350,478,-17735,1894,4222,1712
7400,481,-17870,1907,4250,1724
7450,482,-17810,1926,4269,1737
7500,485,-18030,1932,4303,1750
7550,488,-18320,1940,4340,1758
7600,492,-18355,1952,4360,1780
7650,500,-18400,1967,4384,1799
7700,504,-18435,1983,4408,1813
7750,507,-18590,1991,4439,1827
7800,510,-18710,2005,4468,1837
7850,512,-18840,2014,4496,1852
7900,519,-19020,2024,4530,1865
7950,519,-19135,2036,4558,1875
8000,525,-19230,2053,4586,1886
8050,534,-19300,2067,4613,1904
8100,538,-19360,2089,4641,1908
8150,539,-19485,2103,4669,1917
8200,541,-19695,2112,4702,1927
8250,544,-19835,2123,4730,1941
8300,545,-19940,2140,4759,1946
8350,547,-20070,2154,4789,1954
8400,547,-20220,2165,4818,1964
8450,553,-20400,2176,4850,1977
