games,splits,score,wins,loses,draws
50,4,-55,14,31,9
100,6,-80,29,53,24
150,11,-140,46,79,36
200,15,-270,59,108,48
250,21,-320,74,134,63
300,26,-475,87,164,75
350,37,-600,104,195,88
400,40,-775,115,225,100
450,43,-1005,125,261,107
500,49,-1140,140,291,118
550,55,-1330,150,323,132
600,58,-1410,166,350,142
650,66,-1645,176,385,155
700,74,-1830,190,419,165
750,78,-1965,204,448,176
800,81,-1905,224,465,192
850,83,-2115,236,501,196
900,89,-2285,246,531,212
950,92,-2500,257,565,220
1000,96,-2695,265,597,234
1050,100,-2765,280,622,248
1100,103,-2860,295,648,260
1150,108,-2955,308,678,272
1200,113,-2985,331,704,278
1250,122,-3185,343,739,290
1300,127,-3185,359,764,304
1350,132,-3335,377,797,308
1400,143,-3395,399,825,319
1450,148,-3520,415,855,328
1500,155,-3625,432,884,339
1550,158,-3730,446,913,349
1600,160,-3960,455,948,357
1650,162,-4030,470,973,369
1700,164,-4050,491,999,374
1750,166,-4115,504,1026,386
1800,175,-4215,519,1057,399
1850,178,-4305,534,1084,410
1900,181,-4345,550,1107,424
1950,185,-4490,562,1138,435
2000,188,-4550,576,1164,448
2050,191,-4625,597,1194,450
2100,193,-4700,612,1221,460
2150,198,-4795,626,1249,473
2200,200,-4795,643,1272,485
2250,201,-4910,658,1300,493
2300,205,-5130,671,1335,499
2350,211,-5280,683,1365,513
2400,218,-5420,697,1396,525
2450,221,-5510,710,1421,540
2500,226,-5665,721,1449,556
2550,230,-5800,733,1479,568
2600,234,-5890,746,1507,581
2650,239,-5970,766,1535,588
2700,245,-6075,781,1565,599
2750,252,-6200,797,1595,610
2800,255,-6290,811,1624,620
2850,257,-6365,825,1650,632
2900,264,-6580,836,1684,644
2950,268,-6680,851,1712,655
3000,274,-6695,867,1734,673
3050,277,-6815,885,1764,678
3100,279,-6885,904,1790,685
3150,285,-6995,917,1817,701
3200,288,-7130,933,1848,707
3250,291,-7360,944,1882,715
3300,298,-7405,960,1907,731
3350,301,-7450,978,1931,742
3400,304,-7415,998,1952,754
3450,305,-7510,1012,1980,763
3500,307,-7635,1027,2009,771
3550,309,-7705,1043,2035,781
3600,315,-7800,1061,2064,790
3650,319,-7900,1078,2094,797
3700,325,-8020,1093,2121,811
3750,326,-8160,1106,2148,822
3800,331,-8210,1124,2174,833
3850,335,-8340,1137,2203,845
3900,344,-8430,1152,2230,862
3950,352,-8510,1166,2258,878
4000,354,-8750,1174,2293,887
4050,354,-8850,1187,2319,898
4100,356,-8965,1196,2347,913
4150,364,-9075,1213,2378,923
4200,368,-9240,1227,2410,931
4250,370,-9325,1242,2438,940
4300,372,-9520,1251,2471,950
4350,373,-9655,1266,2501,956
4400,375,-9680,1282,2524,969
4450,376,-9715,1298,2545,983
4500,378,-9795,1315,2573,990
4550,382,-9840,1336,2600,996
4600,388,-9940,1352,2629,1007
4650,389,-10045,1367,2656,1016
4700,392,-10290,1375,2693,1024
4750,398,-10390,1392,2723,1033
4800,402,-10525,1404,2753,1045
4850,405,-10680,1414,2783,1058
4900,407,-10765,1427,2812,1068
4950,413,-11000,1438,2848,1077
5000,421,-11140,1455,2882,1084
5050,422,-11180,1467,2904,1101
5100,428,-11255,1484,2930,1114
5150,436,-11375,1499,2957,1130
5200,449,-11475,1518,2986,1145
5250,454,-11545,1536,3014,1154
5300,457,-11695,1548,3044,1165
5350,462,-11820,1564,3074,1174
5400,462,-11835,1577,3096,1189
5450,468,-11940,1588,3122,1208
5500,472,-12055,1600,3150,1222
5550,477,-12145,1615,3177,1235
5600,478,-12280,1628,3205,1245
5650,480,-12445,1640,3238,1252
5700,485,-12580,1651,3267,1267
5750,494,-12690,1669,3299,1276
5800,501,-12790,1685,3328,1288
5850,507,-12895,1701,3356,1300
5900,511,-12995,1717,3385,1309
5950,516,-13060,1734,3413,1319
6000,521,-13120,1751,3439,1331
6050,526,-13190,1763,3467,1346
6100,535,-13140,1784,3492,1359
6150,538,-13195,1798,3516,1374
6200,539,-13340,1811,3548,1380
6250,543,-13545,1821,3583,1389
6300,546,-13645,1835,3610,1401
6350,550,-13615,1855,3633,1412
6400,553,-13725,1871,3663,1419
6450,556,-13795,1886,3691,1429
6500,560,-13790,1908,3714,1438
6550,563,-13825,1926,3740,1447
6600,570,-13860,1945,3767,1458
6650,573,-13930,1958,3793,1472
6700,574,-14005,1971,3818,1485
6750,583,-14035,1990,3843,1500
6800,584,-14200,2002,3876,1506
6850,589,-14320,2013,3908,1518
6900,595,-14455,2026,3939,1530
6950,598,-14555,2041,3967,1540
7000,601,-14580,2057,3993,1551
7050,606,-14745,2071,4025,1560
7100,606,-14825,2086,4051,1569
7150,610,-14980,2097,4082,1581
7200,614,-15145,2106,4112,1596
7250,618,-15230,2125,4141,1602
7300,620,-15350,2135,4169,1616
7350,626,-15535,2146,4200,1630
7400,633,-15570,2164,4223,1646
7450,641,-15725,2179,4258,1654
7500,642,-15885,2188,4286,1668
7550,646,-16065,2203,4319,1674
7600,652,-16235,2214,4350,1688
7650,654,-16435,2225,4381,1698
7700,661,-16515,2239,4409,1713
7750,664,-16715,2252,4442,1720
7800,665,-16730,2272,4465,1728
7850,668,-16820,2285,4493,1740
7900,671,-16860,2303,4518,1750
7950,679,-17010,2316,4549,1764
8000,681,-17140,2328,4577,1776
8050,683,-17300,2337,4608,1788
8100,684,-17490,2349,4639,1796
8150,693,-17570,2366,4667,1810
8200,696,-17625,2382,4690,1824
8250,700,-17580,2400,4711,1839
8300,703,-17625,2419,4736,1848
8350,704,-17840,2427,4767,1860
8400,708,-17965,2438,4795,1875
8450,711,-18010,2451,4817,1893
8500,714,-18105,2464,4847,1903
8550,717,-18120,2482,4871,1914
8600,725,-18225,2499,4900,1926
8650,727,-18330,2515,4928,1934
8700,730,-18420,2531,4956,1943
8750,740,-18535,2546,4987,1957
8800,742,-18615,2560,5015,1967
8850,744,-18780,2572,5045,1977
8900,748,-18930,2585,5076,1987
8950,755,-19040,2602,5107,1996
9000,756,-18950,2623,5128,2005
9050,763,-19115,2636,5159,2018
9100,764,-19175,2650,5182,2032
9150,767,-19260,2668,5210,2039
9200,772,-19295,2683,5236,2053
9250,772,-19350,2697,5260,2065
9300,773,-19540,2706,5288,2079
9350,777,-19635,2722,5315,2090
9400,780,-19795,2738,5347,2095
9450,785,-19975,2750,5377,2108
9500,788,-20155,2764,5409,2115
9550,791,-20280,2776,5438,2127
9600,793,-20325,2796,5464,2133
9650,798,-20325,2811,5488,2149
9700,801,-20410,2826,5516,2159
9750,812,-20555,2839,5545,2178
9800,815,-20630,2854,5572,2189
9850,824,-20760,2870,5604,2200
9900,826,-20975,2880,5637,2209
9950,827,-21035,2897,5663,2217
10000,830,-21210,2910,5695,2225
10050,838,-21295,2926,5724,2238
10100,844,-21415,2936,5752,2256
10150,849,-21500,2953,5779,2267
10200,851,-21640,2966,5809,2276
10250,851,-21785,2978,5837,2286
10300,856,-21815,2994,5862,2300
10350,862,-22005,3006,5893,2313
10400,867,-22105,3022,5919,2326
10450,869,-22295,3035,5951,2333
10500,872,-22350,3053,5979,2340
10550,876,-22430,3070,6007,2349
10600,882,-22595,3081,6036,2365
10650,888,-22705,3092,6067,2379
10700,895,-22770,3109,6095,2391
10750,901,-22860,3124,6122,2405
10800,906,-22930,3138,6149,2419
10850,913,-22815,3160,6167,2436
10900,918,-22890,3177,6196,2445
10950,922,-22995,3193,6224,2455
11000,925,-23135,3209,6254,2462
11050,929,-23145,3227,6279,2473
11100,935,-23285,3237,6309,2489
11150,941,-23320,3256,6333,2502
11200,942,-23400,3269,6360,2513
11250,952,-23465,3284,6389,2529
11300,957,-23545,3302,6418,2537
11350,961,-23575,3318,6440,2553
11400,964,-23735,3331,6469,2564
11450,971,-23845,3348,6497,2576
11500,971,-23970,3363,6526,2582
11550,977,-24070,3377,6553,2597
11600,982,-24235,3388,6582,2612
11650,986,-24325,3404,6610,2622
11700,988,-24325,3421,6630,2637
11750,997,-24460,3435,6659,2653
11800,1003,-24505,3452,6685,2666
11850,1005,-24515,3467,6707,2681
11900,1005,-24670,3480,6737,2688
11950,1008,-24750,3497,6765,2696
12000,1014,-24885,3514,6797,2703
12050,1017,-25085,3526,6829,2712
12100,1023,-25250,3538,6862,2723
12150,1025,-25360,3552,6890,2733
12200,1027,-25490,3567,6921,2739
12250,1030,-25670,3575,6953,2752
12300,1035,-25710,3595,6980,2760
12350,1040,-25740,3613,7004,2773
12400,1045,-25815,3629,7032,2784
12450,1048,-25970,3645,7065,2788
12500,1057,-26170,3657,7100,2800
12550,1058,-26315,3665,7130,2813
12600,1064,-26295,3685,7148,2831
12650,1069,-26290,3707,7171,2841
12700,1075,-26560,3713,7207,2855
12750,1078,-26760,3724,7241,2863
12800,1080,-26950,3734,7273,2873
12850,1086,-27095,3750,7305,2881
12900,1087,-27190,3765,7331,2891
12950,1090,-27240,3785,7356,2899
13000,1102,-27400,3802,7392,2908
