games,splits,score,wins,loses,draws
50,1,5,15,26,10
100,6,-110,30,57,19
150,10,-205,43,84,33
200,10,-390,51,115,44
250,12,-435,66,139,57
300,14,-605,78,171,65
350,19,-795,91,203,75
400,20,-905,102,231,87
450,25,-1035,119,261,95
500,28,-1145,131,290,107
550,32,-1235,146,317,119
600,33,-1360,160,345,128
650,36,-1545,169,374,143
700,41,-1695,181,404,156
750,47,-1790,193,430,174
800,47,-1890,208,458,181
850,47,-2075,217,490,190
900,50,-2185,233,520,197
950,51,-2360,242,551,208
1000,53,-2365,261,575,217
1050,56,-2435,278,602,226
1100,59,-2550,291,631,237
1150,62,-2640,306,658,248
1200,68,-2810,320,689,259
1250,69,-3050,328,724,267
1300,69,-3155,338,752,279
1350,70,-3310,352,783,285
1400,73,-3380,370,808,295
1450,73,-3525,384,838,301
1500,77,-3650,400,868,309
1550,81,-3660,417,892,322
1600,89,-3720,437,921,331
1650,93,-3845,451,949,343
1700,97,-3895,465,974,358
1750,99,-3950,478,997,374
1800,101,-4110,490,1028,383
1850,102,-4390,499,1065,388
1900,103,-4495,508,1089,406
1950,106,-4675,519,1121,416
2000,107,-4815,533,1149,425
2050,107,-4985,540,1179,438
2100,108,-5040,554,1203,451
2150,113,-5130,566,1230,467
2200,116,-5250,578,1257,481
2250,119,-5360,590,1286,493
2300,119,-5620,597,1322,500
2350,120,-5800,609,1352,509
2400,125,-5960,622,1381,522
2450,128,-6060,636,1408,534
2500,130,-6245,646,1438,546
2550,135,-6315,664,1466,555
2600,143,-6460,679,1500,564
2650,146,-6675,688,1532,576
2700,146,-6830,701,1562,583
2750,150,-6980,713,1595,592
2800,152,-7090,727,1623,602
2850,157,-7230,738,1654,615
2900,158,-7325,751,1678,629
2950,164,-7535,765,1713,636
3000,166,-7570,783,1736,647
3050,167,-7655,799,1762,656
3100,170,-7725,816,1789,665
3150,172,-7905,826,1820,676
3200,172,-8005,837,1844,691
3250,175,-8125,851,1873,701
3300,175,-8155,864,1895,716
3350,183,-8340,877,1928,728
3400,186,-8435,893,1955,738
3450,188,-8660,898,1987,753
3500,191,-8820,908,2016,767
3550,194,-8935,919,2046,779
3600,201,-9105,934,2078,789
3650,205,-9190,949,2106,800
3700,207,-9240,962,2130,815
3750,211,-9345,978,2158,825
3800,213,-9405,992,2184,837
3850,217,-9565,1003,2214,850
3900,218,-9630,1021,2240,857
3950,220,-9700,1037,2266,867
4000,221,-9680,1053,2286,882
4050,222,-9615,1072,2306,894
4100,228,-9685,1086,2333,909
4150,232,-9790,1101,2360,921
4200,237,-9950,1114,2392,931
4250,239,-10135,1124,2422,943
4300,241,-10250,1138,2449,954
4350,243,-10460,1149,2481,963
4400,244,-10575,1161,2509,974
4450,246,-10785,1169,2541,986
4500,248,-10890,1185,2569,994
4550,249,-11020,1197,2600,1002
4600,255,-11215,1208,2632,1015
4650,255,-11295,1221,2659,1025
4700,258,-11390,1236,2688,1034
4750,263,-11430,1250,2712,1051
4800,265,-11555,1262,2741,1062
4850,268,-11725,1271,2773,1074
4900,270,-11810,1285,2797,1088
4950,271,-11815,1305,2822,1094
5000,274,-11980,1315,2853,1106
5050,275,-12030,1331,2877,1117
5100,279,-12220,1344,2909,1126
5150,282,-12495,1354,2948,1130
5200,285,-12680,1364,2981,1140
5250,289,-12670,1382,3004,1153
5300,290,-12740,1395,3030,1165
5350,293,-12935,1403,3062,1178
5400,295,-13245,1410,3100,1185
5450,298,-13425,1423,3131,1194
5500,300,-13550,1436,3161,1203
5550,302,-13760,1445,3194,1213
5600,305,-13870,1460,3223,1222
5650,310,-13985,1474,3253,1233
5700,312,-14135,1482,3285,1245
5750,314,-14210,1494,3312,1258
5800,317,-14410,1505,3346,1266
5850,318,-14530,1516,3372,1280
5900,321,-14660,1529,3404,1288
5950,322,-14760,1542,3433,1297
6000,323,-14910,1553,3462,1308
6050,324,-15120,1561,3494,1319
6100,330,-15125,1580,3518,1332
6150,330,-15135,1595,3540,1345
6200,331,-15250,1606,3567,1358
6250,333,-15350,1619,3593,1371
6300,335,-15385,1635,3617,1383
6350,340,-15455,1652,3644,1394
6400,342,-15645,1661,3678,1403
6450,344,-15785,1673,3707,1414
6500,347,-15990,1685,3741,1421
6550,351,-16150,1698,3773,1430
6600,356,-16225,1709,3799,1448
6650,365,-16435,1720,3834,1461
6700,365,-16515,1734,3859,1472
6750,367,-16510,1752,3881,1484
6800,369,-16685,1762,3910,1497
6850,373,-16745,1780,3937,1506
6900,377,-16925,1793,3971,1513
6950,377,-17045,1806,3999,1522
7000,379,-17220,1817,4029,1533
7050,382,-17385,1828,4061,1543
7100,389,-17450,1846,4090,1553
7150,392,-17440,1862,4111,1569
7200,396,-17575,1878,4142,1576
7250,397,-17725,1892,4171,1584
7300,401,-17905,1903,4203,1595
7350,404,-17950,1918,4227,1609
7400,406,-17980,1936,4251,1619
7450,414,-18195,1942,4283,1639
7500,420,-18305,1958,4310,1652
7550,423,-18455,1969,4339,1665
7600,429,-18655,1979,4372,1678
7650,431,-18700,1991,4396,1694
7700,436,-18815,2006,4424,1706
7750,437,-18955,2019,4454,1714
7800,443,-19100,2033,4484,1726
7850,444,-19250,2042,4514,1738
7900,445,-19335,2058,4540,1747
7950,450,-19380,2073,4564,1763
8000,452,-19485,2088,4591,1773
8050,453,-19650,2100,4621,1782
8100,454,-19780,2109,4649,1796
8150,456,-19975,2120,4681,1805
8200,460,-20170,2129,4714,1817
8250,463,-20250,2147,4740,1826
8300,473,-20285,2163,4767,1843
8350,475,-20385,2175,4795,1855
8400,480,-20540,2187,4824,1869
8450,482,-20675,2202,4854,1876
8500,487,-20855,2213,4886,1888
8550,489,-20820,2236,4910,1893
8600,490,-20970,2248,4940,1902
8650,492,-21065,2262,4965,1915
8700,493,-21215,2273,4994,1926
8750,495,-21450,2282,5028,1935
8800,498,-21670,2292,5063,1943
8850,500,-21805,2300,5092,1958
8900,506,-21910,2314,5118,1974
8950,509,-22120,2323,5151,1985
9000,512,-22245,2334,5179,1999
9050,516,-22455,2345,5211,2010
9100,522,-22690,2355,5246,2021
9150,526,-22740,2373,5272,2031
9200,526,-22735,2392,5295,2039
9250,527,-22775,2410,5320,2047
9300,532,-22920,2422,5348,2062
9350,532,-23145,2430,5380,2072
9400,536,-23175,2445,5407,2084
9450,538,-23250,2458,5432,2098
9500,543,-23340,2471,5457,2115
9550,543,-23520,2480,5487,2126
9600,548,-23615,2493,5514,2141
9650,548,-23760,2506,5543,2149
9700,551,-23955,2517,5575,2159
9750,552,-24025,2530,5601,2171
9800,553,-24030,2550,5623,2180
9850,555,-24085,2569,5649,2187
9900,555,-24265,2577,5678,2200
9950,556,-24385,2588,5707,2211
10000,559,-24515,2603,5735,2221
10050,560,-24595,2616,5762,2232
10100,563,-24725,2630,5792,2241
10150,564,-24830,2643,5817,2254
10200,569,-24975,2656,5846,2267
10250,572,-25120,2667,5873,2282
10300,574,-25220,2681,5900,2293
10350,580,-25530,2690,5940,2300
10400,583,-25755,2700,5974,2309
10450,585,-25815,2713,5999,2323
10500,587,-25885,2726,6025,2336
10550,600,-25940,2745,6051,2354
10600,604,-26095,2756,6079,2369
10650,611,-26315,2767,6115,2379
10700,617,-26290,2788,6138,2391
10750,619,-26385,2803,6164,2402
10800,625,-26505,2817,6196,2412
10850,627,-26600,2833,6223,2421
10900,628,-26760,2841,6253,2434
10950,630,-26905,2855,6283,2442
11000,633,-26885,2873,6308,2452
11050,635,-27100,2880,6341,2464
11100,636,-27245,2891,6368,2477
11150,638,-27255,2911,6392,2485
11200,640,-27435,2919,6421,2500
11250,643,-27560,2934,6450,2509
11300,644,-27780,2945,6483,2516
11350,651,-27830,2960,6506,2535
11400,655,-27985,2971,6540,2544
