games,splits,score,wins,loses,draws
50,1,-125,9,33,9
100,6,-205,23,58,25
150,14,-370,38,91,35
200,15,-510,49,119,47
250,18,-620,63,147,58
300,22,-785,76,178,68
350,23,-790,94,201,78
400,23,-1005,104,234,85
450,24,-1175,116,266,92
500,25,-1245,131,291,103
550,27,-1430,144,324,109
600,32,-1565,156,354,122
650,34,-1650,171,382,131
700,36,-1815,182,414,140
750,40,-1795,198,437,155
800,44,-1940,212,467,165
850,48,-2090,222,498,178
900,50,-2175,236,522,192
950,51,-2280,245,546,210
1000,51,-2360,258,570,223
1050,55,-2600,270,606,229
1100,66,-2830,279,641,246
1150,67,-2890,295,666,256
1200,68,-2910,311,690,267
1250,68,-3005,327,717,274
1300,70,-3140,339,747,284
1350,71,-3325,348,779,294
1400,73,-3495,358,809,306
1450,77,-3680,369,840,318
1500,82,-3770,387,870,325
1550,86,-3970,397,903,336
1600,88,-4090,411,932,345
1650,94,-4170,424,959,361
1700,96,-4300,438,986,372
1750,98,-4265,457,1009,382
1800,100,-4500,465,1045,390
1850,104,-4500,482,1068,404
1900,108,-4595,492,1095,421
1950,115,-4635,510,1123,432
2000,116,-4875,519,1159,438
2050,119,-5095,529,1194,446
2100,120,-5180,541,1222,457
2150,123,-5335,552,1250,471
2200,123,-5385,569,1275,479
2250,123,-5575,581,1306,486
2300,127,-5800,593,1342,492
2350,130,-5840,606,1368,506
2400,132,-5910,620,1392,520
2450,133,-5895,642,1414,527
2500,135,-5985,657,1441,537
2550,137,-6015,676,1466,545
2600,143,-6055,694,1494,555
2650,146,-6070,710,1519,567
2700,148,-6080,728,1541,579
2750,150,-6170,743,1568,589
2800,150,-6260,757,1594,599
2850,153,-6355,771,1622,610
2900,154,-6400,786,1646,622
2950,159,-6525,802,1676,631
3000,163,-6800,810,1713,640
3050,164,-6770,830,1733,651
3100,167,-6885,840,1762,665
3150,169,-6955,852,1790,677
3200,172,-7025,867,1815,690
3250,174,-7230,879,1849,696
3300,175,-7310,894,1875,706
3350,182,-7430,907,1903,722
3400,187,-7585,921,1937,729
3450,193,-7615,935,1963,745
3500,197,-7650,952,1991,754
3550,197,-7720,966,2018,763
3600,199,-7715,982,2044,773
3650,200,-7935,993,2077,780
3700,208,-8095,1007,2107,794
3750,210,-8130,1021,2129,810
3800,211,-8310,1031,2160,820
3850,214,-8495,1041,2193,830
3900,216,-8620,1054,2223,839
3950,217,-8740,1068,2252,847
4000,219,-8815,1084,2280,855
4050,221,-8860,1101,2306,864
4100,222,-9025,1111,2337,874
4150,223,-9140,1125,2364,884
4200,228,-9290,1133,2393,902
4250,230,-9210,1148,2412,920
4300,233,-9280,1166,2440,927
4350,235,-9295,1179,2462,944
4400,241,-9400,1193,2488,960
4450,246,-9485,1210,2515,971
4500,246,-9630,1224,2545,977
4550,253,-9770,1236,2574,993
4600,256,-9860,1250,2600,1006
4650,260,-9970,1259,2626,1025
4700,265,-10055,1274,2654,1037
4750,271,-10185,1291,2684,1046
4800,274,-10290,1306,2714,1054
4850,277,-10310,1323,2739,1065
4900,280,-10230,1346,2760,1074
4950,281,-10470,1356,2794,1081
5000,283,-10570,1373,2824,1086
5050,288,-10640,1389,2850,1099
5100,288,-10785,1401,2878,1109
5150,293,-10835,1415,2903,1125
5200,294,-10895,1429,2926,1139
5250,302,-10975,1445,2953,1154
5300,307,-10980,1461,2977,1169
5350,308,-11015,1476,3003,1179
5400,309,-11005,1491,3023,1195
5450,313,-11080,1506,3050,1207
5500,318,-11220,1522,3080,1216
5550,326,-11330,1537,3109,1230
5600,329,-11360,1554,3132,1243
5650,330,-11395,1570,3159,1251
5700,337,-11590,1585,3195,1257
5750,348,-11670,1606,3224,1268
5800,350,-11850,1615,3257,1278
5850,352,-11925,1629,3283,1290
5900,358,-12030,1638,3313,1307
5950,360,-12160,1652,3343,1315
6000,363,-12290,1662,3369,1332
6050,364,-12375,1677,3394,1343
6100,368,-12480,1689,3421,1358
6150,368,-12670,1702,3453,1363
6200,370,-12720,1718,3477,1375
6250,371,-12905,1729,3508,1384
6300,377,-12995,1741,3535,1401
6350,377,-13135,1750,3564,1413
6400,378,-13135,1768,3585,1425
6450,380,-13255,1778,3613,1439
6500,384,-13400,1789,3643,1452
6550,386,-13355,1807,3664,1465
6600,392,-13565,1818,3699,1475
6650,399,-13805,1830,3735,1484
6700,401,-14035,1839,3770,1492
6750,404,-14185,1852,3798,1504
6800,405,-14265,1868,3825,1512
6850,407,-14510,1876,3859,1522
6900,409,-14680,1887,3887,1535
6950,415,-14735,1903,3916,1546
7000,423,-14890,1916,3949,1558
7050,427,-14935,1931,3973,1573
7100,431,-15025,1947,4001,1583
7150,434,-15160,1960,4032,1592
7200,437,-15270,1977,4060,1600
7250,438,-15390,1988,4086,1614
7300,442,-15535,2000,4117,1625
7350,447,-15610,2014,4143,1640
7400,449,-15755,2027,4172,1650
7450,453,-15730,2045,4192,1666
7500,453,-15770,2058,4215,1680
7550,458,-15925,2071,4248,1689
7600,462,-16135,2082,4283,1697
7650,464,-16185,2101,4307,1706
7700,467,-16395,2111,4341,1715
7750,472,-16495,2125,4368,1729
7800,474,-16525,2138,4390,1746
7850,475,-16575,2152,4412,1761
7900,478,-16740,2165,4443,1770
7950,480,-16950,2178,4477,1775
8000,482,-17000,2196,4503,1783
8050,484,-17175,2206,4535,1793
8100,487,-17320,2220,4565,1802
8150,493,-17485,2232,4598,1813
8200,493,-17630,2243,4628,1822
8250,495,-17770,2255,4660,1830
8300,495,-17890,2269,4686,1840
8350,501,-18170,2280,4725,1846
8400,501,-18250,2295,4751,1855
8450,502,-18400,2305,4782,1865
8500,505,-18605,2314,4816,1875
8550,510,-18630,2330,4839,1891
8600,511,-18685,2348,4864,1899
8650,515,-18850,2361,4895,1909
8700,519,-18915,2374,4922,1923
8750,521,-18940,2390,4948,1933
8800,522,-19095,2399,4977,1946
8850,527,-19295,2408,5009,1960
8900,533,-19390,2425,5037,1971
8950,534,-19455,2439,5062,1983
9000,535,-19565,2450,5090,1995
9050,538,-19690,2466,5120,2002
9100,539,-19775,2482,5146,2011
9150,546,-19935,2490,5179,2027
9200,548,-20010,2507,5208,2033
9250,548,-20215,2517,5240,2041
9300,548,-20420,2524,5272,2052
9350,550,-20500,2534,5296,2070
9400,550,-20640,2547,5326,2077
9450,551,-20780,2558,5354,2089
9500,554,-20895,2572,5381,2101
9550,558,-21050,2584,5413,2111
9600,565,-21150,2599,5441,2125
9650,565,-21260,2613,5469,2133
9700,570,-21465,2623,5504,2143
9750,571,-21695,2628,5538,2155
9800,573,-21910,2636,5572,2165
9850,579,-22045,2649,5600,2180
9900,582,-22110,2663,5625,2194
9950,584,-22250,2675,5657,2202
10000,589,-22345,2688,5684,2217
10050,593,-22470,2702,5712,2229
10100,595,-22530,2719,5735,2241
10150,600,-22585,2736,5762,2252
10200,602,-22755,2748,5794,2260
10250,605,-22700,2769,5814,2272
10300,609,-22835,2781,5844,2284
10350,612,-22935,2797,5870,2295
10400,612,-23155,2803,5901,2308
10450,614,-23125,2818,5922,2324
10500,616,-23125,2836,5946,2334
10550,618,-23200,2854,5973,2341
10600,628,-23380,2867,6007,2354
10650,629,-23495,2879,6035,2365
10700,633,-23615,2892,6063,2378
10750,636,-23710,2904,6089,2393
10800,640,-23950,2916,6125,2399
10850,641,-23980,2935,6150,2406
10900,643,-23960,2949,6174,2420
10950,645,-24110,2962,6205,2428
11000,648,-24120,2977,6227,2444
11050,649,-24260,2989,6256,2454
11100,650,-24415,2997,6284,2469
11150,651,-24615,3006,6316,2479
