games,splits,score,wins,loses,draws
50,5,35,17,28,10
100,7,90,38,48,21
150,9,-10,51,74,34
200,15,-185,63,108,44
250,17,-320,77,137,53
300,21,-455,93,168,60
350,22,-545,107,194,71
400,25,-725,122,227,76
450,29,-945,136,263,80
500,34,-1065,150,292,92
550,39,-1285,163,327,99
600,43,-1485,173,360,110
650,48,-1590,191,390,117
700,50,-1620,207,415,128
750,58,-1755,224,447,137
800,64,-1820,242,473,149
850,69,-1910,256,499,164
900,70,-2050,267,527,176
950,86,-2155,286,558,192
1000,88,-2195,301,583,204
1050,90,-2270,314,611,215
1100,92,-2310,330,637,225
1150,95,-2390,344,665,236
1200,100,-2525,358,697,245
1250,104,-2530,372,719,263
1300,108,-2520,394,743,271
1350,115,-2630,407,773,285
1400,119,-2755,419,802,298
1450,127,-2725,439,825,313
1500,130,-2760,455,849,326
1550,133,-2900,466,877,340
1600,134,-3125,476,911,347
1650,145,-3335,487,946,362
1700,150,-3555,499,980,371
1750,154,-3630,517,1010,377
1800,159,-3630,539,1035,385
1850,170,-3715,557,1063,400
1900,179,-3745,578,1090,411
1950,181,-3810,595,1115,421
2000,185,-3840,612,1138,435
2050,192,-3915,631,1166,445
2100,199,-3960,651,1192,456
2150,204,-4095,665,1224,465
2200,209,-4145,685,1252,472
2250,215,-4150,701,1276,488
2300,216,-4235,715,1300,501
2350,218,-4350,727,1328,513
2400,226,-4530,743,1362,521
2450,227,-4435,766,1380,531
2500,231,-4575,779,1410,542
2550,235,-4665,792,1441,552
2600,242,-4810,807,1472,563
2650,248,-4825,824,1498,576
2700,251,-4900,836,1525,590
2750,264,-5030,851,1556,607
2800,266,-5045,871,1579,616
2850,271,-5180,885,1608,628
2900,274,-5230,901,1632,641
2950,276,-5315,916,1660,650
3000,279,-5420,931,1687,661
3050,283,-5520,946,1715,672
3100,287,-5615,962,1745,680
3150,290,-5840,973,1780,687
3200,294,-5925,988,1808,698
3250,305,-6085,1003,1839,713
3300,312,-6210,1020,1870,722
3350,317,-6360,1035,1900,732
3400,323,-6290,1057,1918,748
3450,327,-6345,1074,1942,761
3500,329,-6505,1086,1973,770
3550,334,-6570,1103,1998,783
3600,337,-6695,1116,2028,793
3650,342,-6725,1131,2052,809
3700,343,-6960,1140,2086,817
3750,344,-7085,1153,2116,825
3800,347,-7160,1169,2144,834
3850,356,-7245,1186,2171,849
3900,357,-7310,1204,2197,856
3950,361,-7325,1222,2221,868
4000,364,-7325,1243,2245,876
4050,368,-7350,1257,2272,889
4100,372,-7370,1275,2295,902
4150,376,-7500,1289,2325,912
4200,381,-7515,1309,2351,921
4250,388,-7545,1326,2377,935
4300,390,-7635,1341,2404,945
4350,396,-7780,1353,2432,961
4400,398,-7880,1370,2459,969
4450,404,-7945,1388,2485,981
4500,405,-7930,1407,2507,991
4550,408,-7925,1425,2526,1007
4600,410,-8060,1439,2555,1016
4650,416,-8065,1459,2577,1030
4700,419,-8160,1474,2603,1042
4750,419,-8220,1487,2628,1054
4800,428,-8355,1500,2659,1069
4850,428,-8440,1514,2683,1081
4900,431,-8580,1527,2713,1091
4950,437,-8670,1541,2742,1104
5000,441,-8715,1558,2768,1115
5050,446,-8840,1573,2797,1126
5100,448,-8865,1592,2823,1133
5150,450,-8875,1607,2848,1145
5200,453,-8865,1624,2870,1159
5250,458,-8925,1641,2896,1171
5300,466,-8985,1660,2924,1182
5350,468,-9090,1676,2952,1190
5400,478,-9305,1686,2985,1207
5450,483,-9485,1698,3015,1220
5500,489,-9660,1709,3048,1232
5550,494,-9710,1723,3073,1248
5600,497,-9825,1738,3104,1255
5650,502,-9920,1752,3132,1268
5700,504,-9985,1768,3159,1277
5750,511,-9975,1787,3183,1291
5800,513,-10140,1800,3214,1299
5850,518,-10175,1820,3239,1309
5900,520,-10245,1834,3266,1320
5950,525,-10290,1849,3290,1336
6000,527,-10570,1860,3329,1338
6050,536,-10735,1872,3362,1352
6100,539,-10730,1888,3385,1366
6150,542,-10735,1910,3409,1373
6200,545,-10940,1919,3440,1386
6250,549,-11105,1933,3472,1394
6300,553,-11195,1947,3501,1405
6350,563,-11235,1970,3528,1415
6400,571,-11230,1989,3554,1428
6450,575,-11470,1998,3590,1437
6500,577,-11575,2012,3619,1446
6550,578,-11705,2022,3648,1458
6600,583,-11785,2037,3680,1466
6650,585,-11915,2051,3710,1474
6700,590,-12040,2066,3739,1485
6750,597,-12145,2083,3768,1496
6800,604,-12255,2098,3797,1509
6850,609,-12160,2119,3816,1524
6900,615,-12215,2139,3843,1533
6950,623,-12365,2155,3874,1544
7000,627,-12420,2170,3899,1558
7050,630,-12560,2177,3929,1574
7100,635,-12665,2193,3957,1585
7150,639,-12700,2212,3981,1596
7200,640,-12800,2223,4008,1609
7250,642,-12745,2243,4030,1619
7300,647,-12850,2257,4059,1631
7350,649,-12990,2270,4089,1640
7400,649,-13035,2290,4115,1644
7450,656,-13050,2309,4140,1657
7500,663,-13005,2329,4163,1671
7550,668,-13155,2342,4194,1682
7600,672,-13340,2356,4228,1688
7650,677,-13420,2372,4255,1700
7700,683,-13515,2385,4282,1716
7750,688,-13500,2405,4302,1731
7800,693,-13635,2416,4334,1743
7850,701,-13685,2438,4361,1752
7900,704,-13745,2454,4389,1761
7950,714,-13800,2474,4416,1774
8000,718,-13860,2492,4440,1786
8050,719,-13950,2511,4468,1790
8100,726,-14025,2522,4497,1807
8150,741,-14280,2532,4534,1825
8200,742,-14485,2543,4567,1832
8250,745,-14685,2549,4599,1847
8300,752,-14800,2563,4629,1860
8350,762,-14775,2586,4651,1875
8400,766,-14915,2595,4677,1894
8450,769,-15030,2608,4706,1905
8500,777,-15215,2620,4738,1919
8550,782,-15200,2637,4758,1937
8600,785,-15195,2653,4781,1951
8650,792,-15195,2676,4807,1959
8700,798,-15255,2693,4833,1972
8750,805,-15465,2702,4866,1987
8800,806,-15575,2714,4892,2000
8850,809,-15725,2728,4924,2007
8900,812,-15975,2736,4960,2016
8950,816,-16115,2750,4991,2025
9000,822,-16235,2763,5019,2040
9050,827,-16305,2781,5044,2052
9100,832,-16450,2795,5074,2063
9150,833,-16525,2812,5100,2071
9200,836,-16645,2827,5130,2079
9250,839,-16770,2840,5160,2089
9300,849,-17040,2850,5200,2099
9350,855,-17030,2869,5224,2112
9400,858,-17165,2882,5252,2124
9450,864,-17170,2905,5277,2132
9500,869,-17105,2929,5299,2141
9550,878,-17240,2945,5330,2153
9600,879,-17330,2960,5357,2162
9650,883,-17515,2971,5391,2171
9700,887,-17640,2982,5422,2183
9750,893,-17910,2989,5459,2195
9800,897,-18020,3003,5487,2207
9850,897,-18080,3019,5512,2216
9900,898,-18080,3038,5534,2226
9950,899,-18165,3049,5561,2239
10000,900,-18200,3064,5584,2252
10050,901,-18230,3082,5608,2261
10100,907,-18215,3100,5632,2275
10150,908,-18335,3111,5661,2286
10200,910,-18410,3127,5689,2294
10250,915,-18550,3142,5721,2302
10300,917,-18685,3156,5750,2311
10350,920,-18830,3167,5777,2326
10400,924,-18830,3183,5799,2342
10450,929,-18980,3197,5831,2351
10500,932,-19060,3214,5856,2362
10550,935,-19125,3231,5884,2370
10600,940,-19145,3250,5911,2379
10650,942,-19140,3267,5935,2390
10700,951,-19320,3279,5968,2404
10750,955,-19320,3298,5993,2414
10800,957,-19365,3311,6018,2428
10850,962,-19490,3324,6045,2443
10900,963,-19535,3335,6068,2460
10950,969,-19620,3352,6098,2469
11000,971,-19615,3372,6122,2477
11050,976,-19715,3387,6150,2489
11100,979,-19815,3402,6178,2499
11150,984,-19985,3415,6211,2508
11200,988,-20100,3430,6239,2519
11250,990,-20150,3444,6264,2532
11300,996,-20155,3467,6289,2540
11350,997,-20180,3487,6313,2547
11400,1000,-20120,3506,6332,2562
11450,1005,-20235,3520,6362,2573
11500,1012,-20270,3538,6388,2586
11550,1014,-20420,3551,6419,2594
11600,1018,-20460,3567,6445,2606
11650,1022,-20345,3589,6463,2620
11700,1025,-20450,3604,6490,2631
11750,1033,-20580,3619,6521,2643
11800,1043,-20775,3632,6555,2656
11850,1046,-20870,3646,6583,2667
11900,1056,-20895,3662,6609,2685
11950,1060,-21075,3673,6641,2696
12000,1062,-21120,3687,6667,2708
12050,1069,-21335,3696,6702,2721
12100,1072,-21390,3709,6728,2735
12150,1077,-21460,3726,6755,2746
12200,1079,-21520,3742,6783,2754
12250,1085,-21640,3757,6813,2765
12300,1094,-21655,3778,6837,2779
12350,1097,-21780,3792,6865,2790
12400,1099,-21875,3805,6892,2802
12450,1106,-21890,3822,6915,2819
12500,1111,-21905,3840,6939,2832
12550,1115,-22000,3855,6968,2842
12600,1119,-22080,3873,6997,2849
12650,1123,-22295,3881,7031,2861
12700,1128,-22285,3904,7053,2871
12750,1129,-22435,3915,7082,2882
12800,1137,-22525,3929,7108,2900
12850,1139,-22550,3948,7134,2907
12900,1144,-22555,3966,7157,2921
12950,1146,-22650,3972,7183,2941
13000,1147,-22760,3986,7211,2950
13050,1151,-22860,4002,7240,2959
13100,1157,-23000,4014,7269,2974
13150,1160,-23110,4028,7297,2985
13200,1168,-23145,4047,7321,3000
13250,1172,-23230,4064,7348,3010
13300,1177,-23240,4084,7372,3021
13350,1188,-23200,4104,7394,3040
13400,1191,-23295,4121,7422,3048
13450,1195,-23290,4140,7445,3060
13500,1200,-23405,4156,7474,3070
13550,1202,-23370,4169,7494,3089
13600,1202,-23315,4185,7515,3102
13650,1212,-23460,4197,7543,3122
13700,1219,-23650,4209,7574,3136
13750,1222,-23705,4225,7600,3147
13800,1225,-23860,4239,7631,3155
13850,1225,-23940,4252,7658,3165
13900,1232,-23985,4271,7683,3178
13950,1234,-24010,4293,7709,3182
14000,1237,-24045,4309,7733,3195
14050,1242,-24060,4322,7755,3215
14100,1248,-24030,4344,7777,3227
14150,1255,-24225,4355,7812,3238
14200,1258,-24335,4369,7840,3249
14250,1270,-24445,4381,7869,3270
14300,1272,-24440,4400,7892,3280
14350,1276,-24490,4416,7916,3294
14400,1279,-24590,4428,7944,3307
14450,1283,-24555,4449,7963,3321
14500,1290,-24700,4459,7992,3339
14550,1299,-24730,4481,8017,3351
14600,1302,-24835,4498,8046,3358
14650,1304,-25000,4510,8076,3368
14700,1315,-25170,4527,8110,3378
14750,1317,-25185,4544,8133,3390
14800,1322,-25320,4559,8166,3397
14850,1324,-25410,4574,8193,3407
14900,1333,-25615,4587,8231,3415
14950,1335,-25650,4602,8254,3429
15000,1341,-25855,4613,8287,3441
15050,1344,-26090,4624,8323,3447
15100,1348,-26170,4643,8350,3455
15150,1352,-26415,4653,8389,3460
15200,1355,-26585,4665,8421,3469
15250,1359,-26640,4683,8446,3480
15300,1365,-26790,4694,8475,3496
15350,1368,-26870,4711,8503,3504
15400,1374,-26935,4727,8530,3517
15450,1380,-27045,4737,8557,3536
15500,1382,-27050,4755,8580,3547
15550,1389,-27170,4768,8611,3560
15600,1391,-27390,4776,8644,3571
15650,1397,-27395,4794,8667,3586
15700,1404,-27505,4809,8696,3599
15750,1409,-27505,4824,8720,3615
15800,1415,-27610,4838,8749,3628
15850,1417,-27655,4851,8777,3639
15900,1418,-27835,4860,8807,3651
15950,1424,-27805,4880,8827,3667
16000,1427,-27865,4896,8852,3679
16050,1432,-27965,4912,8881,3689
16100,1434,-28005,4929,8905,3700
16150,1439,-28130,4946,8936,3707
16200,1443,-28280,4958,8966,3719
16250,1444,-28345,4971,8993,3730
16300,1454,-28475,4988,9023,3743
16350,1461,-28605,4999,9053,3759
16400,1466,-28500,5020,9071,3775
16450,1469,-28610,5034,9099,3786
16500,1474,-28630,5056,9126,3792
16550,1483,-28690,5072,9154,3807
16600,1487,-28735,5089,9180,3818
16650,1495,-28890,5104,9212,3829
16700,1497,-28865,5126,9236,3835
16750,1500,-28925,5142,9261,3847
16800,1503,-29030,5156,9290,3857
16850,1509,-29135,5171,9320,3868
16900,1515,-29315,5183,9353,3879
16950,1520,-29445,5197,9383,3890
17000,1522,-29585,5209,9412,3901
17050,1524,-29640,5225,9438,3911
17100,1532,-29850,5234,9471,3927
17150,1539,-29940,5252,9501,3936
17200,1542,-30015,5269,9527,3946
17250,1546,-30085,5284,9555,3957
17300,1548,-30295,5296,9588,3964
17350,1553,-30485,5307,9621,3975
17400,1555,-30505,5324,9643,3988
17450,1557,-30595,5338,9669,4000
17500,1562,-30755,5349,9699,4014
17550,1562,-30885,5359,9728,4025
17600,1566,-30985,5376,9758,4032
17650,1569,-31060,5393,9784,4042
17700,1577,-31080,5408,9804,4065
17750,1584,-31100,5429,9827,4078
17800,1585,-31260,5439,9856,4090
17850,1589,-31270,5453,9880,4106
17900,1591,-31430,5469,9912,4110
