games,splits,score,wins,loses,draws
50,5,25,13,25,17
100,7,-175,23,55,29
150,9,-335,34,88,37
200,14,-520,44,118,52
250,17,-665,52,148,67
300,20,-840,65,180,75
350,24,-1005,74,210,90
400,29,-1205,85,244,100
450,30,-1325,97,271,112
500,32,-1450,109,300,123
550,34,-1560,122,327,135
600,37,-1575,140,351,146
650,37,-1620,154,377,156
700,37,-1665,166,401,170
750,41,-1845,177,433,181
800,44,-1910,191,458,195
850,47,-2065,204,488,205
900,49,-2125,219,512,218
950,51,-2205,233,540,228
1000,54,-2350,242,568,244
1050,55,-2480,251,596,258
1100,58,-2680,262,627,269
1150,60,-2790,274,656,280
1200,62,-2770,296,679,287
1250,64,-2915,305,710,299
1300,65,-3060,317,738,310
1350,68,-3190,326,763,329
1400,69,-3240,338,786,345
1450,71,-3470,346,820,355
1500,71,-3605,358,847,366
1550,73,-3860,362,881,380
1600,73,-4000,374,910,389
1650,78,-4035,391,932,405
1700,79,-4150,406,960,413
1750,80,-4250,417,987,426
1800,81,-4400,429,1017,435
1850,82,-4475,444,1041,447
1900,83,-4655,456,1071,456
1950,85,-4815,466,1103,466
2000,86,-4925,478,1132,476
2050,89,-5080,489,1163,487
2100,90,-5185,506,1192,492
2150,92,-5300,519,1221,502
2200,94,-5420,531,1248,515
2250,100,-5540,548,1277,525
2300,101,-5685,562,1307,532
2350,102,-5675,582,1329,541
2400,103,-5680,599,1351,553
2450,108,-5785,610,1380,568
2500,109,-5990,619,1411,579
2550,112,-6225,629,1446,587
2600,115,-6465,638,1482,595
2650,117,-6590,647,1508,612
2700,117,-6770,657,1539,621
2750,118,-6885,671,1566,631
2800,122,-7090,683,1600,639
2850,122,-7260,692,1629,651
2900,122,-7355,705,1653,664
2950,124,-7580,714,1686,674
3000,129,-7690,731,1714,684
3050,131,-7720,743,1738,700
3100,132,-7870,754,1767,711
3150,132,-7835,773,1787,722
3200,134,-8050,780,1820,734
3250,137,-8270,789,1851,747
3300,141,-8395,800,1876,765
3350,142,-8445,812,1902,778
3400,143,-8565,823,1931,789
3450,148,-8695,836,1960,802
3500,149,-8930,841,1993,815
3550,152,-8885,858,2010,834
3600,153,-8915,870,2031,852
3650,157,-9020,885,2058,864
3700,160,-9120,899,2085,876
3750,162,-9240,914,2112,886
3800,163,-9325,924,2138,901
3850,169,-9460,940,2169,910
3900,176,-9575,955,2200,921
3950,177,-9690,964,2225,938
4000,182,-9720,982,2249,951
4050,184,-9905,991,2281,962
4100,186,-10010,999,2307,980
4150,191,-10180,1011,2339,991
4200,192,-10290,1022,2370,1000
4250,196,-10380,1034,2394,1018
4300,196,-10435,1046,2419,1031
4350,197,-10575,1058,2445,1044
4400,198,-10720,1071,2474,1053
4450,199,-10850,1083,2502,1064
4500,199,-10870,1098,2525,1076
4550,199,-10990,1109,2551,1089
4600,200,-11145,1118,2580,1102
4650,204,-11180,1134,2604,1116
4700,206,-11285,1150,2632,1124
4750,206,-11430,1160,2661,1135
4800,207,-11520,1174,2687,1146
4850,208,-11685,1182,2716,1160
4900,208,-11815,1198,2745,1165
4950,208,-11880,1210,2771,1177
5000,209,-11960,1227,2796,1186
5050,210,-11960,1244,2819,1197
5100,211,-12130,1255,2850,1206
5150,215,-12255,1264,2876,1225
5200,216,-12405,1274,2904,1238
5250,220,-12625,1286,2938,1246
5300,222,-12700,1299,2963,1260
5350,227,-12815,1314,2991,1272
5400,229,-12990,1325,3021,1283
5450,230,-13040,1338,3045,1297
5500,231,-13240,1347,3077,1307
5550,231,-13360,1363,3105,1313
5600,231,-13525,1374,3137,1320
5650,234,-13680,1387,3167,1330
5700,235,-13895,1397,3200,1338
5750,237,-14050,1406,3232,1349
5800,239,-14020,1426,3255,1358
5850,241,-14065,1443,3278,1370
5900,245,-14085,1462,3302,1381
5950,249,-14130,1478,3327,1394
6000,254,-14295,1491,3358,1405
6050,255,-14420,1501,3388,1416
6100,256,-14590,1512,3419,1425
6150,258,-14710,1525,3447,1436
6200,258,-14755,1539,3470,1449
6250,259,-14905,1552,3498,1459
6300,259,-15095,1562,3530,1467
6350,262,-15095,1574,3551,1487
6400,262,-15170,1587,3576,1499
6450,263,-15165,1605,3595,1513
6500,264,-15180,1621,3617,1526
6550,265,-15320,1631,3644,1540
6600,270,-15520,1642,3678,1550
6650,271,-15690,1652,3708,1561
