games,splits,score,wins,loses,draws
50,1,10,14,29,8
100,1,-35,29,53,19
150,3,-205,41,85,27
200,3,-345,53,114,36
250,7,-425,70,142,45
300,10,-615,82,173,55
350,12,-585,101,192,69
400,16,-735,116,222,78
450,18,-855,126,250,92
500,18,-1055,132,282,104
550,21,-1165,147,311,113
600,22,-1250,166,340,116
650,23,-1370,181,370,122
700,27,-1450,201,398,128
750,28,-1655,211,430,137
800,28,-1830,223,461,144
850,30,-2030,232,493,155
900,31,-2110,246,521,164
950,32,-2110,266,544,172
1000,39,-2185,284,574,181
1050,40,-2195,303,597,190
1100,44,-2380,317,631,196
1150,44,-2540,330,663,201
1200,45,-2600,350,689,206
1250,45,-2730,366,718,211
1300,45,-2925,375,751,219
1350,46,-3120,387,784,225
1400,50,-3120,402,805,243
1450,52,-3200,418,832,252
1500,52,-3415,427,864,261
1550,52,-3575,441,894,267
1600,54,-3650,459,921,274
1650,56,-3790,472,951,283
1700,56,-3865,488,976,292
1750,59,-3880,503,1000,306
1800,61,-3945,520,1025,316
1850,62,-4115,531,1056,325
1900,63,-4085,545,1079,339
1950,64,-4185,561,1105,348
2000,64,-4295,578,1133,353
2050,66,-4435,590,1162,364
2100,67,-4525,603,1187,377
2150,68,-4705,615,1217,386
2200,69,-4810,626,1246,397
2250,70,-4900,638,1273,409
2300,73,-5050,650,1303,420
2350,76,-5135,668,1331,427
2400,80,-5325,680,1362,438
2450,81,-5530,691,1395,445
2500,81,-5565,707,1419,455
2550,81,-5760,715,1451,465
2600,81,-5865,727,1478,476
2650,85,-5885,749,1505,481
2700,89,-6005,762,1533,494
2750,91,-6120,775,1559,507
2800,91,-6220,786,1586,519
2850,93,-6325,801,1616,526
2900,97,-6390,819,1642,536
2950,102,-6495,836,1671,545
3000,102,-6605,851,1700,551
3050,104,-6715,864,1727,563
3100,107,-6745,885,1751,571
3150,109,-6785,897,1776,586
3200,110,-6865,913,1803,594
3250,111,-6905,926,1829,606
3300,113,-7110,936,1861,616
3350,113,-7140,957,1885,621
3400,113,-7225,971,1912,630
3450,115,-7235,990,1935,640
3500,117,-7350,1003,1964,650
3550,118,-7460,1018,1993,657
3600,121,-7620,1030,2024,667
3650,123,-7760,1042,2053,678
3700,124,-7865,1058,2081,685
3750,126,-7990,1075,2112,689
3800,127,-8135,1088,2141,698
3850,127,-8280,1098,2173,706
3900,128,-8430,1106,2202,720
3950,130,-8545,1123,2232,725
4000,134,-8500,1142,2254,738
4050,135,-8710,1153,2289,743
4100,137,-8895,1165,2321,751
4150,140,-8955,1184,2349,757
4200,140,-9030,1201,2375,764
4250,142,-8990,1225,2398,769
4300,145,-9115,1238,2428,779
4350,148,-9250,1253,2458,787
4400,154,-9285,1271,2484,799
4450,155,-9385,1286,2512,807
4500,155,-9540,1296,2542,817
4550,157,-9745,1306,2574,827
4600,158,-9805,1320,2600,838
4650,161,-9910,1334,2629,848
4700,161,-10020,1348,2657,856
4750,163,-10115,1366,2686,861
4800,165,-10115,1381,2710,874
4850,169,-10150,1398,2735,886
4900,170,-10180,1417,2760,893
4950,171,-10375,1428,2795,898
5000,172,-10415,1443,2820,909
5050,172,-10615,1450,2850,922
5100,175,-10740,1462,2879,934
5150,177,-10865,1476,2910,941
5200,180,-10975,1492,2940,948
5250,182,-11080,1508,2968,956
5300,182,-11315,1517,3002,963
5350,185,-11325,1531,3026,978
5400,190,-11405,1545,3054,991
5450,191,-11470,1561,3081,999
5500,192,-11630,1572,3111,1009
5550,192,-11690,1585,3136,1021
5600,193,-11810,1598,3167,1028
5650,197,-11965,1610,3196,1041
5700,200,-12025,1624,3225,1051
5750,204,-12035,1643,3248,1063
5800,206,-12200,1654,3280,1072
5850,209,-12375,1665,3310,1084
5900,216,-12555,1676,3342,1098
5950,219,-12745,1686,3374,1109
6000,219,-12735,1702,3398,1119
6050,223,-12900,1716,3430,1127
6100,224,-12930,1731,3454,1139
6150,226,-12945,1747,3476,1153
6200,227,-13030,1760,3505,1162
6250,227,-13255,1768,3537,1172
6300,229,-13420,1779,3569,1181
6350,231,-13515,1791,3598,1192
6400,232,-13660,1805,3628,1199
6450,232,-13790,1818,3657,1207
6500,236,-13965,1829,3690,1217
6550,237,-14190,1838,3723,1226
6600,238,-14405,1846,3754,1238
6650,240,-14555,1858,3784,1248
6700,240,-14570,1869,3807,1264
