games,splits,score,wins,loses,draws
50,6,45,20,27,9
100,8,50,35,46,27
150,8,-70,48,74,36
200,8,-100,63,98,47
250,10,-270,74,129,57
300,12,-325,93,155,64
350,14,-575,101,191,72
400,15,-705,112,218,85
450,20,-965,122,254,94
500,23,-1180,133,288,102
550,26,-1205,151,310,115
600,35,-1300,166,339,130
650,38,-1430,183,369,136
700,48,-1570,198,398,152
750,49,-1690,209,424,166
800,52,-1860,221,456,175
850,53,-1930,239,484,180
900,57,-2085,249,514,194
950,61,-2250,260,546,205
1000,71,-2265,281,570,220
1050,74,-2290,300,596,228
1100,81,-2355,315,622,244
1150,84,-2445,332,651,251
1200,94,-2600,346,685,263
1250,97,-2695,360,710,277
1300,98,-2835,373,740,285
1350,99,-2990,386,770,293
1400,102,-3085,397,795,310
1450,111,-3100,417,821,323
1500,116,-3230,427,850,339
1550,120,-3225,449,873,348
1600,121,-3270,469,899,353
1650,123,-3405,482,927,364
1700,125,-3360,503,948,374
1750,130,-3490,519,977,384
1800,132,-3625,532,1005,395
1850,135,-3745,547,1032,406
1900,135,-3835,560,1057,418
1950,137,-3915,575,1083,429
2000,139,-4020,591,1111,437
2050,140,-4130,607,1141,442
2100,147,-4340,620,1175,452
2150,148,-4420,634,1200,464
2200,150,-4435,651,1223,476
2250,151,-4475,658,1243,500
2300,153,-4605,671,1272,510
2350,156,-4620,687,1297,522
2400,159,-4695,700,1322,537
2450,162,-4810,715,1350,547
2500,167,-5010,728,1383,556
2550,172,-5125,741,1412,569
2600,174,-5135,759,1434,581
2650,179,-5130,778,1457,594
2700,182,-5290,788,1486,608
2750,190,-5400,804,1516,620
2800,191,-5435,821,1541,629
2850,196,-5640,830,1575,641
2900,200,-5845,843,1610,647
2950,205,-6020,855,1644,656
3000,209,-6040,875,1669,665
3050,213,-6115,891,1694,678
3100,216,-6215,907,1723,686
3150,218,-6285,923,1749,696
3200,219,-6335,939,1773,707
3250,223,-6435,953,1800,720
3300,231,-6400,972,1823,736
3350,235,-6485,987,1851,747
3400,240,-6635,998,1880,762
3450,248,-6685,1012,1905,781
3500,253,-6770,1029,1932,792
3550,256,-6785,1049,1955,802
3600,259,-6935,1061,1985,813
3650,268,-6960,1080,2011,827
3700,271,-7045,1093,2037,841
3750,272,-7115,1106,2063,853
3800,277,-7245,1121,2094,862
3850,288,-7330,1138,2121,879
3900,295,-7470,1153,2153,889
3950,300,-7620,1165,2183,902
4000,301,-7735,1179,2213,909
4050,302,-7845,1193,2241,918
4100,309,-8010,1206,2272,931
4150,311,-8060,1223,2297,941
4200,316,-8160,1240,2327,949
4250,320,-8255,1254,2355,961
4300,330,-8215,1272,2375,983
4350,335,-8195,1292,2396,997
4400,336,-8275,1312,2424,1000
4450,340,-8250,1330,2447,1013
4500,340,-8365,1340,2476,1024
4550,343,-8530,1353,2507,1033
4600,349,-8565,1371,2533,1045
4650,350,-8605,1389,2558,1053
4700,351,-8605,1409,2581,1061
4750,352,-8730,1421,2610,1071
4800,355,-8805,1434,2635,1086
4850,359,-8860,1449,2660,1100
4900,365,-8810,1474,2683,1108
4950,369,-8980,1483,2715,1121
5000,376,-9060,1497,2743,1136
5050,383,-9150,1513,2771,1149
5100,394,-9295,1528,2802,1164
5150,398,-9505,1538,2836,1174
5200,400,-9550,1552,2859,1189
5250,405,-9605,1568,2885,1202
5300,407,-9595,1583,2905,1219
5350,410,-9620,1601,2930,1229
5400,415,-9740,1614,2958,1243
5450,417,-9730,1634,2980,1253
5500,420,-9810,1648,3005,1267
5550,422,-9960,1662,3034,1276
5600,425,-10070,1676,3062,1287
5650,429,-10200,1696,3095,1288
5700,434,-10370,1703,3125,1306
5750,434,-10465,1718,3154,1312
5800,441,-10615,1729,3183,1329
5850,444,-10740,1744,3212,1338
5900,448,-10885,1757,3241,1350
5950,449,-10975,1766,3268,1365
6000,450,-11190,1776,3301,1373
6050,455,-11310,1791,3328,1386
6100,459,-11575,1798,3363,1398
6150,462,-11655,1810,3389,1413
6200,469,-11740,1827,3416,1426
6250,470,-11885,1837,3445,1438
6300,475,-12045,1852,3476,1447
6350,477,-12125,1866,3501,1460
6400,480,-12190,1880,3526,1474
6450,485,-12310,1895,3556,1484
6500,488,-12415,1906,3585,1497
6550,489,-12535,1922,3613,1504
6600,489,-12630,1933,3638,1518
6650,489,-12680,1945,3661,1533
6700,492,-12830,1959,3693,1540
6750,497,-12875,1975,3718,1554
6800,499,-12845,1990,3739,1570
6850,503,-12985,2005,3768,1580
6900,503,-13165,2012,3799,1592
6950,505,-13265,2027,3827,1601
7000,511,-13440,2042,3861,1608
7050,515,-13550,2057,3890,1618
7100,518,-13720,2066,3919,1633
7150,524,-13730,2087,3941,1646
7200,527,-13955,2096,3974,1657
7250,529,-13885,2119,3993,1667
7300,534,-14030,2132,4022,1680
7350,538,-14090,2148,4047,1693
7400,541,-14200,2162,4075,1704
7450,551,-14370,2180,4110,1711
7500,554,-14395,2198,4135,1721
7550,554,-14515,2210,4162,1732
7600,555,-14530,2223,4187,1745
7650,558,-14700,2237,4221,1750
7700,558,-14695,2254,4245,1759
7750,562,-14645,2278,4267,1767
7800,564,-14825,2287,4297,1780
7850,567,-14910,2304,4324,1789
7900,574,-14895,2320,4349,1805
7950,579,-15100,2331,4382,1816
8000,581,-15130,2348,4405,1828
8050,582,-15235,2360,4432,1840
8100,585,-15330,2372,4458,1855
8150,589,-15390,2388,4486,1865
8200,593,-15450,2402,4509,1882
8250,599,-15605,2416,4540,1893
8300,603,-15665,2429,4565,1909
8350,606,-15865,2438,4597,1921
8400,610,-15990,2453,4626,1931
8450,614,-16050,2468,4653,1943
8500,617,-16105,2485,4680,1952
8550,619,-16375,2493,4718,1958
8600,623,-16435,2507,4744,1972
8650,624,-16565,2520,4773,1981
8700,628,-16680,2530,4799,1999
8750,632,-16820,2543,4829,2010
8800,632,-16925,2559,4857,2016
8850,636,-17030,2571,4887,2028
8900,637,-17180,2584,4918,2035
8950,637,-17215,2598,4940,2049
9000,641,-17380,2611,4971,2059
9050,642,-17420,2628,4995,2069
9100,648,-17495,2647,5023,2078
9150,652,-17605,2661,5051,2090
9200,656,-17770,2669,5080,2107
9250,660,-17900,2686,5110,2114
9300,661,-17925,2703,5134,2124
9350,663,-18085,2716,5163,2134
9400,671,-18145,2732,5191,2148
9450,675,-18385,2740,5226,2159
9500,678,-18570,2750,5256,2172
9550,683,-18755,2763,5289,2181
9600,684,-18900,2774,5316,2194
9650,687,-19070,2784,5349,2204
9700,688,-19155,2799,5377,2212
9750,690,-19340,2812,5410,2218
9800,698,-19490,2825,5441,2232
9850,701,-19640,2838,5475,2238
9900,706,-19695,2854,5501,2251
9950,712,-19860,2866,5534,2262
10000,712,-19975,2878,5562,2272
10050,713,-20035,2890,5586,2287
10100,719,-20100,2907,5611,2301
10150,725,-20130,2919,5635,2321
10200,729,-20270,2933,5663,2333
10250,733,-20300,2951,5687,2345
10300,736,-20430,2968,5717,2351
10350,741,-20500,2983,5742,2366
10400,747,-20705,2993,5777,2377
10450,750,-20885,3004,5809,2387
10500,750,-20920,3018,5831,2401
10550,755,-20855,3038,5852,2415
10600,764,-20950,3054,5879,2431
10650,770,-21030,3070,5906,2444
10700,774,-21085,3086,5932,2456
10750,778,-21175,3103,5961,2464
10800,781,-21180,3121,5984,2476
10850,787,-21090,3140,6003,2494
10900,790,-21305,3150,6036,2504
10950,792,-21360,3166,6062,2514
11000,793,-21505,3178,6093,2522
11050,797,-21500,3198,6117,2532
11100,801,-21610,3213,6146,2542
11150,804,-21725,3228,6174,2552
11200,812,-21945,3238,6209,2565
11250,820,-22030,3254,6235,2581
11300,828,-22075,3272,6259,2597
11350,832,-22080,3293,6285,2604
11400,835,-22185,3307,6314,2614
11450,841,-22200,3325,6338,2628
11500,843,-22295,3338,6365,2640
11550,846,-22455,3354,6397,2645
11600,856,-22520,3371,6425,2660
11650,860,-22610,3388,6451,2671
11700,861,-22820,3400,6484,2677
11750,871,-22870,3419,6511,2691
11800,875,-22950,3429,6535,2711
11850,879,-23055,3441,6565,2723
11900,879,-23240,3451,6598,2730
11950,882,-23190,3474,6619,2739
12000,888,-23260,3490,6642,2756
12050,891,-23185,3511,6660,2770
12100,892,-23325,3523,6689,2780
12150,894,-23350,3542,6712,2790
12200,895,-23550,3553,6746,2796
12250,896,-23640,3567,6772,2807
12300,897,-23695,3581,6796,2820
12350,901,-23800,3593,6826,2832
12400,906,-24010,3601,6861,2844
12450,907,-24200,3615,6894,2848
12500,908,-24280,3632,6922,2854
12550,910,-24410,3646,6952,2862
12600,915,-24570,3660,6985,2870
12650,918,-24560,3676,7009,2883
12700,922,-24510,3692,7032,2898
12750,925,-24585,3708,7057,2910
12800,936,-24695,3723,7086,2927
12850,937,-24785,3738,7113,2936
12900,942,-24815,3755,7139,2948
12950,950,-24915,3772,7169,2959
13000,955,-24945,3789,7192,2974
13050,962,-25140,3802,7226,2984
13100,964,-25210,3814,7251,2999
13150,965,-25245,3830,7272,3013
13200,970,-25270,3844,7299,3027
13250,974,-25255,3863,7321,3040
13300,976,-25310,3877,7345,3054
13350,980,-25430,3891,7374,3065
