games,splits,score,wins,loses,draws
50,2,20,14,28,10
100,3,-130,28,60,15
150,3,-255,40,86,27
200,6,-400,50,118,38
250,10,-640,59,151,50
300,11,-780,72,181,58
350,11,-745,89,199,73
400,11,-925,97,228,86
450,14,-975,115,254,95
500,15,-1075,128,280,107
550,15,-1145,145,307,113
600,16,-1265,156,336,124
650,19,-1400,170,365,134
700,19,-1470,185,390,144
750,19,-1390,206,409,154
800,20,-1540,214,435,171
850,21,-1740,226,467,178
900,21,-1820,242,494,185
950,22,-1990,253,522,197
1000,22,-2035,267,548,207
1050,23,-2055,284,573,216
1100,24,-2155,295,600,229
1150,26,-2195,308,623,245
1200,31,-2310,320,651,260
1250,35,-2425,335,679,271
1300,36,-2620,344,712,280
1350,36,-2805,352,740,294
1400,36,-2950,362,766,308
1450,40,-3200,370,802,318
1500,40,-3285,383,828,329
1550,41,-3400,393,854,344
1600,46,-3575,403,886,357
1650,47,-3625,420,911,366
1700,51,-3640,440,934,377
1750,54,-3695,455,959,390
1800,54,-3755,466,982,406
1850,55,-3910,478,1011,416
1900,57,-4015,492,1037,428
1950,58,-4185,501,1066,441
2000,58,-4425,509,1101,448
2050,59,-4505,523,1126,460
2100,61,-4580,541,1153,467
2150,62,-4755,553,1184,475
2200,63,-4980,560,1218,485
2250,63,-5000,574,1243,496
2300,63,-5100,586,1268,509
2350,65,-5200,597,1292,526
2400,65,-5340,608,1320,537
2450,65,-5405,621,1344,550
2500,66,-5635,629,1378,559
2550,67,-5735,645,1404,568
2600,70,-5760,661,1427,582
2650,70,-5860,674,1453,593
2700,70,-6000,684,1480,606
2750,71,-6030,702,1504,615
2800,72,-6020,716,1526,630
2850,72,-6105,729,1555,638
2900,73,-6235,742,1584,647
2950,74,-6250,753,1607,664
3000,74,-6420,764,1638,672
3050,76,-6540,778,1667,681
3100,76,-6670,786,1691,699
3150,81,-6745,801,1718,712
3200,81,-6830,815,1742,724
3250,81,-6970,824,1771,736
3300,81,-7130,837,1800,744
3350,82,-7105,854,1822,756
3400,82,-7245,865,1850,767
3450,84,-7295,882,1875,777
3500,91,-7475,893,1907,791
3550,91,-7490,910,1930,801
3600,91,-7590,922,1955,814
3650,95,-7675,937,1980,828
3700,96,-7855,951,2012,833
3750,100,-7920,968,2037,845
3800,100,-7965,985,2060,855
3850,100,-8115,995,2088,867
3900,100,-8165,1007,2111,882
