games,splits,score,wins,loses,draws
50,0,-40,12,29,9
100,0,80,31,45,24
150,1,-60,45,73,33
200,2,-180,59,102,41
250,5,-290,69,129,57
300,6,-440,78,159,69
350,6,-510,95,183,78
400,7,-565,111,206,90
450,7,-705,124,233,100
500,10,-710,141,255,114
550,10,-825,154,284,122
600,10,-875,166,310,134
650,11,-885,178,332,151
700,11,-965,192,357,162
750,13,-1155,205,389,169
800,14,-1300,216,419,179
850,17,-1295,233,443,191
900,19,-1400,246,471,202
950,19,-1485,260,498,211
1000,23,-1555,272,523,228
1050,26,-1655,285,549,242
1100,27,-1765,298,576,253
1150,32,-1985,307,610,265
1200,35,-1985,325,634,276
1250,36,-2085,340,662,284
1300,37,-2250,352,692,293
1350,37,-2320,364,717,306
1400,37,-2305,386,739,312
1450,37,-2220,403,758,326
1500,41,-2345,418,790,333
1550,45,-2365,434,814,347
1600,46,-2430,453,841,352
1650,46,-2540,464,869,363
1700,46,-2655,476,897,373
1750,46,-2675,493,919,384
1800,46,-2740,507,941,398
1850,46,-2805,516,967,413
1900,46,-2970,527,996,423
1950,46,-2990,544,1018,434
2000,47,-3020,562,1042,443
2050,48,-3055,579,1067,452
2100,49,-3025,598,1089,462
2150,49,-3090,613,1115,471
2200,50,-3085,627,1136,487
2250,50,-3170,642,1164,494
2300,51,-3255,657,1192,502
2350,51,-3395,670,1222,509
2400,54,-3525,685,1250,519
2450,56,-3645,696,1279,531
2500,57,-3685,715,1302,540
2550,57,-3795,725,1329,553
2600,58,-3900,734,1353,571
2650,60,-3965,750,1377,583
2700,60,-3945,768,1399,593
2750,61,-4085,778,1429,604
2800,64,-4160,792,1455,617
2850,68,-4210,808,1479,631
2900,70,-4375,820,1509,641
2950,72,-4475,833,1538,651
3000,72,-4565,849,1563,660
3050,74,-4510,871,1584,669
3100,82,-4690,887,1618,677
3150,84,-4725,905,1644,685
3200,86,-4750,925,1668,693
3250,87,-4860,938,1695,704
3300,90,-4950,953,1722,715
3350,93,-4975,970,1746,727
3400,94,-4985,987,1767,740
3450,97,-4940,1003,1786,758
3500,99,-4895,1019,1805,775
3550,99,-4950,1031,1830,788
3600,101,-5025,1050,1858,793
3650,102,-5150,1060,1885,807
3700,102,-5230,1073,1909,820
3750,103,-5145,1095,1927,831
3800,104,-5190,1109,1953,842
3850,105,-5255,1126,1978,851
3900,107,-5410,1139,2008,860
3950,108,-5535,1156,2039,863
4000,113,-5590,1174,2064,875
4050,114,-5655,1190,2091,883
4100,114,-5600,1214,2111,889
4150,116,-5730,1230,2140,896
4200,118,-5775,1248,2164,906
4250,118,-5775,1268,2184,916
4300,121,-5860,1281,2207,933
4350,124,-5985,1294,2234,946
