games,splits,score,wins,loses,draws
50,3,-120,12,37,4
100,8,-280,26,70,12
150,11,-405,38,102,21
200,11,-440,53,125,33
250,11,-585,64,155,42
300,14,-720,78,184,52
350,16,-820,94,213,59
400,17,-840,109,236,72
450,18,-1000,121,267,80
500,19,-1200,129,298,92
550,21,-1300,141,323,107
600,22,-1295,162,345,115
650,23,-1455,174,376,123
700,23,-1510,189,401,133
750,27,-1620,199,428,150
800,27,-1725,208,455,164
850,34,-1780,227,481,176
900,34,-1885,243,509,182
950,35,-2015,256,538,191
1000,36,-2170,267,569,200
1050,37,-2140,285,590,212
1100,38,-2315,294,618,226
1150,39,-2380,311,643,235
1200,40,-2485,326,670,244
1250,41,-2605,341,700,250
1300,41,-2735,351,729,261
1350,45,-2775,369,754,272
1400,46,-2935,380,784,282
1450,46,-3035,392,812,292
1500,48,-3260,402,849,297
1550,50,-3400,412,879,309
1600,50,-3540,428,909,313
1650,52,-3645,441,937,324
1700,52,-3840,452,969,331
1750,53,-4000,464,1000,339
1800,53,-4215,470,1032,351
1850,55,-4385,480,1065,360
1900,56,-4560,489,1096,371
1950,63,-4720,502,1125,386
2000,64,-4915,512,1156,396
2050,66,-4985,526,1183,407
2100,67,-5090,538,1207,422
2150,71,-5140,552,1232,437
2200,71,-5275,565,1263,443
2250,72,-5310,582,1288,452
2300,72,-5405,595,1315,462
2350,76,-5490,611,1344,471
2400,80,-5585,626,1373,481
2450,80,-5785,635,1405,490
2500,80,-5880,648,1432,500
2550,80,-6040,657,1463,510
2600,81,-6105,671,1488,522
2650,83,-6250,682,1521,530
2700,84,-6315,698,1548,538
2750,87,-6345,715,1574,548
2800,88,-6520,725,1603,560
2850,91,-6700,737,1636,568
2900,92,-6885,749,1668,575
2950,93,-6925,765,1691,587
3000,99,-6840,787,1709,603
3050,99,-6975,798,1738,613
3100,99,-7025,816,1764,619
3150,99,-7110,832,1790,627
3200,100,-7275,845,1821,634
3250,104,-7500,852,1855,647
3300,105,-7505,869,1877,659
3350,105,-7625,879,1905,671
3400,106,-7870,887,1939,680
3450,107,-7895,904,1963,690
3500,110,-7940,924,1989,697
3550,110,-8070,936,2017,707
3600,110,-8205,947,2043,720
3650,111,-8285,960,2070,731
3700,112,-8450,966,2100,746
3750,114,-8485,983,2125,756
3800,114,-8725,992,2161,761
3850,117,-8890,1005,2192,770
3900,119,-9055,1017,2222,780
3950,120,-9180,1027,2249,794
4000,122,-9235,1044,2276,802
4050,124,-9325,1058,2302,814
4100,124,-9420,1068,2329,827
4150,124,-9490,1083,2357,834
4200,124,-9650,1091,2387,846
4250,125,-9780,1104,2419,852
4300,128,-9875,1122,2448,858
4350,129,-9940,1137,2474,868
4400,134,-10015,1152,2504,878
4450,136,-10105,1168,2532,886
4500,138,-10085,1182,2553,903
4550,139,-10200,1195,2582,912
4600,142,-10430,1208,2618,916
4650,143,-10625,1220,2651,922
4700,144,-10775,1232,2681,931
4750,146,-10840,1249,2706,941
4800,146,-10815,1264,2726,956
4850,146,-11005,1273,2757,966
4900,146,-11005,1291,2778,977
4950,147,-11060,1306,2803,988
5000,150,-11150,1322,2831,997
5050,150,-11310,1333,2861,1006
5100,152,-11460,1349,2892,1011
5150,153,-11595,1363,2921,1019
5200,154,-11690,1379,2951,1024
5250,155,-11820,1392,2980,1033
5300,157,-11995,1405,3012,1040
5350,158,-12150,1417,3044,1047
5400,160,-12280,1430,3073,1057
5450,162,-12420,1444,3104,1064
5500,165,-12600,1455,3136,1074
5550,165,-12745,1464,3164,1087
5600,166,-12955,1474,3198,1094
5650,167,-13010,1486,3220,1111
5700,171,-13230,1499,3255,1117
5750,174,-13360,1509,3287,1128
5800,177,-13525,1522,3318,1137
5850,178,-13645,1535,3343,1150
5900,179,-13735,1553,3370,1156
5950,179,-13915,1564,3399,1166
6000,181,-14030,1578,3429,1174
6050,183,-14105,1592,3452,1189
6100,183,-14225,1600,3481,1202
6150,183,-14395,1609,3510,1214
6200,184,-14520,1622,3540,1222
6250,187,-14645,1634,3569,1234
6300,188,-14805,1643,3600,1245
6350,189,-14955,1657,3632,1250
6400,190,-14965,1669,3654,1267
6450,191,-15105,1681,3683,1277
6500,191,-15245,1689,3714,1288
6550,193,-15360,1703,3744,1296
6600,193,-15410,1719,3768,1306
6650,195,-15630,1728,3802,1315
6700,196,-15720,1739,3825,1332
6750,196,-15875,1752,3855,1339
6800,197,-16070,1764,3888,1345
6850,200,-16230,1779,3919,1352
6900,201,-16390,1793,3949,1359
6950,201,-16445,1809,3972,1370
7000,203,-16475,1827,3996,1380
7050,203,-16585,1843,4026,1384
7100,204,-16725,1857,4057,1390
7150,205,-16895,1867,4090,1398
7200,209,-16995,1882,4118,1409
7250,211,-17130,1896,4147,1418
7300,212,-17155,1911,4169,1432
7350,212,-17305,1917,4199,1446
7400,214,-17355,1931,4224,1459
7450,215,-17490,1943,4251,1471
7500,218,-17630,1955,4277,1486
7550,219,-17825,1965,4308,1496
7600,220,-17770,1981,4329,1510
7650,220,-18025,1987,4365,1518
7700,222,-18185,1999,4396,1527
7750,222,-18440,2006,4430,1536
7800,222,-18545,2018,4457,1547
7850,223,-18595,2034,4481,1558
7900,224,-18640,2051,4504,1569
7950,224,-18730,2062,4530,1582
8000,224,-18755,2080,4555,1589
8050,226,-18900,2090,4587,1599
8100,229,-18970,2106,4616,1607
8150,231,-19120,2118,4643,1620
8200,235,-19140,2134,4667,1634
8250,237,-19175,2149,4690,1648
8300,240,-19340,2162,4721,1657
8350,240,-19405,2178,4745,1667
8400,241,-19585,2192,4777,1672
8450,242,-19665,2208,4804,1680
8500,243,-19825,2218,4833,1692
8550,244,-19940,2227,4858,1709
8600,248,-19940,2246,4883,1719
8650,248,-20110,2257,4914,1727
8700,250,-20180,2273,4940,1737
8750,250,-20320,2286,4967,1747
8800,253,-20540,2294,5000,1759
8850,253,-20675,2302,5029,1772
8900,254,-20710,2318,5053,1783
8950,257,-20790,2332,5078,1797
9000,257,-20815,2350,5100,1807
9050,257,-20875,2365,5127,1815
9100,260,-20885,2378,5150,1832
9150,261,-20995,2391,5177,1843
9200,261,-21105,2405,5205,1851
9250,263,-21280,2416,5235,1862
9300,264,-21340,2434,5262,1868
9350,266,-21625,2442,5300,1874
9400,269,-21715,2458,5328,1883
9450,269,-21765,2475,5353,1891
9500,271,-21775,2491,5376,1904
9550,275,-22010,2500,5410,1915
9600,276,-22185,2506,5438,1932
9650,278,-22380,2516,5469,1943
9700,279,-22475,2533,5497,1949
9750,284,-22480,2553,5522,1959
9800,285,-22520,2572,5545,1968
9850,285,-22615,2585,5572,1978
9900,287,-22730,2593,5599,1995
9950,287,-22770,2610,5623,2004
10000,288,-22940,2623,5653,2012
