games,splits,score,wins,loses,draws
50,6,60,17,27,12
100,6,35,29,49,28
150,11,-45,45,73,43
200,14,-85,61,96,57
250,20,-320,70,133,67
300,28,-515,82,166,80
350,33,-475,105,188,90
400,36,-600,117,217,102
450,42,-600,138,241,113
500,46,-710,150,270,126
550,48,-950,157,304,137
600,51,-1050,170,333,148
650,52,-1270,178,366,158
700,52,-1400,191,395,166
750,58,-1585,205,429,174
800,62,-1740,217,461,184
850,70,-1890,232,494,194
900,76,-2100,241,530,205
950,79,-2150,256,556,217
1000,79,-2300,268,586,225
1050,80,-2455,279,614,237
1100,84,-2570,294,645,245
1150,87,-2690,310,676,251
1200,87,-2845,319,705,263
1250,91,-3090,326,738,277
1300,98,-3305,339,774,285
1350,102,-3390,355,803,294
1400,104,-3375,373,827,304
1450,112,-3455,390,855,317
1500,117,-3625,401,886,330
1550,122,-3640,420,911,341
1600,125,-3835,433,945,347
1650,129,-4005,446,978,355
1700,132,-4150,460,1008,364
1750,134,-4255,472,1035,377
1800,135,-4315,485,1060,390
1850,135,-4405,500,1087,398
1900,139,-4475,515,1115,409
1950,141,-4635,531,1147,413
2000,145,-4710,546,1174,425
2050,147,-4875,558,1204,435
2100,152,-5075,568,1237,447
2150,154,-5240,579,1269,456
2200,156,-5420,592,1303,461
2250,157,-5540,608,1331,468
2300,163,-5785,618,1367,478
2350,168,-5910,628,1394,496
2400,175,-6045,645,1426,504
2450,181,-6245,654,1458,519
2500,183,-6325,666,1484,533
2550,187,-6480,679,1514,544
2600,194,-6660,693,1546,555
2650,200,-6885,705,1582,563
2700,203,-7005,721,1610,572
2750,205,-7005,739,1631,585
2800,209,-7030,754,1656,599
2850,215,-7165,770,1687,608
2900,222,-7220,783,1713,626
2950,223,-7330,795,1739,639
3000,226,-7365,812,1764,650
3050,229,-7550,822,1797,660
3100,232,-7655,835,1825,672
3150,241,-7710,853,1853,685
3200,244,-7730,873,1878,693
3250,249,-7830,891,1909,699
3300,249,-7860,906,1933,710
3350,250,-7970,917,1961,722
3400,254,-8065,935,1990,729
3450,258,-8215,945,2021,742
3500,261,-8390,956,2051,754
3550,262,-8620,965,2086,761
3600,266,-8835,975,2119,772
3650,274,-8970,988,2150,786
3700,276,-9200,997,2185,794
3750,279,-9365,1007,2216,806
3800,282,-9360,1021,2240,821
3850,288,-9460,1034,2269,835
3900,292,-9575,1049,2297,846
3950,297,-9720,1060,2327,860
4000,302,-9720,1079,2352,871
4050,304,-9975,1088,2388,878
4100,308,-10130,1101,2418,889
4150,310,-10225,1118,2446,896
4200,310,-10340,1129,2473,908
4250,315,-10460,1142,2504,919
4300,320,-10640,1151,2537,932
4350,324,-10960,1154,2575,945
4400,326,-11090,1167,2604,955
4450,329,-11290,1180,2640,959
4500,335,-11495,1188,2676,971
4550,340,-11585,1204,2704,982
4600,343,-11635,1218,2729,996
4650,349,-11790,1230,2758,1011
4700,350,-11830,1244,2779,1027
4750,356,-12100,1252,2814,1040
4800,360,-12200,1265,2843,1052
4850,365,-12325,1276,2871,1068
4900,370,-12370,1292,2896,1082
4950,372,-12490,1307,2926,1089
5000,378,-12440,1327,2947,1104
5050,378,-12650,1335,2979,1114
5100,382,-12660,1353,3001,1128
5150,383,-12875,1360,3034,1139
