games,splits,score,wins,loses,draws
10200,176,-21935,2746,5656,1974
10250,176,-22080,2757,5686,1983
10300,176,-22150,2774,5710,1992
10350,179,-22265,2791,5740,1998
10400,179,-22230,2810,5760,2009
10450,182,-22415,2822,5792,2018
10500,184,-22490,2836,5818,2030
10550,186,-22650,2848,5849,2039
10600,187,-22675,2860,5874,2053
10650,189,-22890,2870,5907,2062
10700,189,-22920,2884,5930,2075
10750,189,-22950,2899,5954,2086
10800,189,-23040,2914,5981,2094
10850,193,-23200,2924,6013,2106
10900,193,-23325,2938,6041,2114
10950,194,-23415,2952,6070,2122
11000,194,-23400,2967,6091,2136
11050,194,-23430,2979,6115,2150
11100,196,-23490,2993,6141,2162
11150,197,-23665,3005,6172,2170
11200,197,-23845,3014,6202,2181
11250,197,-23920,3027,6227,2193
11300,198,-23955,3048,6253,2197
11350,201,-24065,3059,6281,2211
11400,201,-24200,3070,6310,2221
11450,203,-24390,3080,6342,2231
11500,203,-24590,3088,6373,2242
11550,203,-24685,3103,6399,2251
11600,204,-24800,3115,6427,2262
11650,204,-24960,3125,6459,2270
11700,205,-25170,3134,6492,2279
11750,206,-25280,3149,6521,2286
11800,206,-25375,3161,6547,2298
11850,206,-25525,3173,6577,2306
11900,206,-25625,3185,6605,2316
11950,206,-25755,3196,6632,2328
12000,207,-25860,3211,6659,2337
12050,207,-26015,3221,6689,2347
12100,207,-26165,3233,6719,2355
12150,207,-26200,3250,6744,2363
12200,207,-26235,3262,6767,2378
12250,207,-26350,3276,6797,2384
12300,208,-26415,3292,6824,2392
12350,209,-26480,3308,6851,2400
12400,209,-26490,3324,6874,2411
12450,211,-26740,3333,6908,2420
12500,214,-26775,3347,6933,2434
12550,216,-26875,3361,6960,2445
12600,217,-27005,3375,6990,2452
12650,217,-27065,3389,7013,2465
12700,219,-27170,3402,7041,2476
12750,219,-27230,3417,7065,2487
12800,220,-27330,3430,7091,2499
12850,221,-27370,3446,7117,2508
12900,222,-27470,3462,7143,2517
12950,225,-27640,3477,7175,2523
13000,226,-27650,3491,7196,2539
13050,226,-27710,3507,7221,2548
13100,226,-27850,3518,7252,2556
13150,227,-27840,3536,7275,2566
13200,228,-27985,3550,7305,2573
13250,229,-28160,3561,7338,2580
13300,231,-28275,3573,7366,2592
13350,232,-28330,3593,7393,2596
13400,236,-28415,3609,7419,2608
13450,236,-28595,3620,7451,2615
13500,238,-28715,3631,7480,2627
13550,238,-28790,3649,7507,2632
13600,240,-29025,3657,7540,2643
13650,240,-29090,3671,7568,2651
13700,242,-29250,3681,7600,2661
13750,242,-29445,3689,7632,2671
13800,242,-29545,3698,7657,2687
13850,243,-29610,3712,7682,2699
13900,244,-29675,3730,7708,2706
13950,244,-29800,3741,7736,2717
14000,244,-29970,3752,7764,2728
14050,246,-29935,3767,7783,2746
14100,246,-30060,3780,7810,2756
14150,247,-30145,3793,7836,2768
14200,249,-30255,3806,7866,2777
14250,249,-30350,3818,7892,2789
14300,251,-30525,3831,7924,2796
14350,251,-30560,3845,7949,2807
14400,253,-30715,3860,7981,2812
14450,254,-30905,3869,8015,2820
14500,255,-31040,3881,8045,2829
14550,256,-31145,3895,8071,2840
14600,256,-31255,3908,8098,2850
14650,256,-31355,3921,8124,2861
14700,257,-31520,3933,8154,2870
14750,258,-31620,3945,8179,2884
14800,259,-31620,3961,8201,2897
14850,259,-31860,3969,8236,2904
14900,259,-31900,3985,8259,2915
14950,264,-31960,4003,8286,2925
15000,266,-32160,4014,8317,2935
15050,266,-32365,4026,8351,2939
15100,267,-32510,4034,8378,2955
15150,267,-32755,4041,8411,2965
15200,268,-32860,4056,8438,2974
15250,272,-32915,4071,8463,2988
15300,275,-32940,4087,8486,3002
15350,276,-33020,4103,8513,3010
15400,277,-33080,4116,8535,3026
15450,277,-33165,4128,8560,3039
15500,277,-33180,4146,8584,3047
15550,277,-33350,4157,8615,3055
15600,277,-33430,4170,8639,3068
15650,278,-33450,4186,8666,3076
15700,278,-33525,4201,8690,3087
15750,280,-33605,4215,8715,3100
15800,282,-33655,4229,8740,3113
15850,284,-33835,4240,8772,3122
15900,284,-34015,4250,8803,3131
15950,287,-34220,4260,8838,3139
16000,288,-34415,4273,8872,3143
16050,288,-34560,4285,8900,3153
16100,290,-34635,4298,8925,3167
16150,290,-34640,4314,8946,3180
16200,290,-34775,4325,8975,3190
16250,291,-34860,4335,9001,3205
16300,293,-34965,4346,9030,3217
16350,293,-35130,4358,9060,3225
16400,294,-35240,4370,9086,3238
16450,297,-35350,4387,9117,3243
16500,297,-35550,4396,9149,3252
16550,299,-35670,4407,9178,3264
16600,300,-35775,4421,9204,3275
16650,301,-35935,4433,9235,3283
16700,302,-36145,4441,9267,3294
16750,303,-36305,4452,9297,3304
16800,304,-36540,4460,9333,3311
16850,307,-36590,4477,9358,3322
16900,309,-36745,4486,9387,3336
16950,309,-36745,4503,9410,3346
17000,311,-36830,4518,9435,3358
17050,312,-36935,4531,9463,3368
17100,314,-37075,4545,9494,3375
17150,314,-37000,4564,9513,3387
17200,314,-37130,4577,9542,3395
17250,316,-37350,4585,9575,3406
17300,317,-37460,4598,9602,3417
17350,318,-37420,4612,9624,3432
17400,318,-37615,4622,9655,3441
17450,319,-37630,4642,9681,3446
17500,319,-37780,4654,9708,3457
17550,320,-37940,4667,9737,3466
17600,320,-38170,4675,9771,3474
17650,320,-38345,4686,9801,3483
17700,320,-38400,4699,9827,3494
17750,321,-38345,4719,9846,3506
17800,321,-38355,4742,9870,3509
17850,321,-38480,4753,9898,3520
17900,322,-38660,4763,9929,3530
17950,324,-38780,4776,9957,3541
18000,324,-38905,4788,9986,3550
18050,326,-39055,4799,10015,3562
18100,326,-39100,4814,10036,3576
18150,328,-39150,4832,10062,3584
18200,329,-39340,4842,10094,3593
18250,330,-39420,4853,10122,3605
18300,332,-39415,4868,10144,3620
18350,334,-39695,4875,10182,3627
18400,334,-39765,4889,10209,3636
18450,335,-40015,4897,10245,3643
18500,335,-40085,4914,10272,3649
18550,335,-40310,4924,10306,3655
18600,335,-40420,4938,10331,3666
18650,336,-40565,4950,10359,3677
18700,336,-40700,4964,10388,3684
18750,339,-40870,4977,10421,3691
18800,339,-40945,4994,10447,3698
18850,339,-41070,5007,10474,3708
18900,342,-41210,5024,10505,3713
18950,342,-41405,5031,10536,3725
19000,342,-41550,5045,10566,3731
19050,344,-41630,5062,10594,3738
19100,347,-41810,5075,10625,3747
19150,347,-41910,5089,10652,3756
19200,347,-42085,5101,10683,3763
19250,347,-42230,5114,10712,3771
19300,347,-42195,5130,10732,3785
19350,349,-42365,5145,10764,3790
19400,351,-42375,5162,10785,3804
19450,351,-42525,5169,10813,3819
19500,351,-42550,5188,10836,3827
19550,353,-42600,5198,10860,3845
19600,353,-42750,5208,10888,3857
19650,353,-42880,5220,10916,3867
19700,353,-43090,5232,10949,3872
19750,354,-43200,5246,10977,3881
19800,354,-43295,5260,11005,3889
19850,355,-43445,5268,11037,3900
19900,355,-43560,5278,11066,3911
19950,355,-43615,5291,11092,3922
20000,358,-43765,5300,11119,3939
20050,360,-43905,5307,11149,3954
20100,361,-44060,5318,11180,3963
20150,362,-44090,5334,11202,3976
20200,365,-44100,5350,11225,3990
20250,366,-44130,5369,11250,3997
20300,367,-44165,5385,11274,4008
20350,368,-44380,5391,11306,4021
20400,369,-44510,5404,11335,4030
20450,370,-44500,5420,11356,4044
20500,370,-44515,5437,11379,4054
20550,372,-44575,5454,11405,4063
20600,372,-44590,5475,11429,4068
20650,372,-44670,5489,11457,4076
20700,372,-44840,5500,11488,4084
20750,372,-44975,5513,11516,4093
20800,373,-45135,5523,11545,4105
20850,373,-45155,5536,11566,4121
20900,373,-45260,5552,11594,4127
20950,374,-45335,5566,11620,4138
21000,375,-45430,5582,11647,4146
21050,375,-45575,5597,11678,4150
21100,376,-45645,5612,11706,4158
21150,376,-45765,5624,11733,4169
21200,377,-45950,5634,11766,4177
21250,378,-46085,5646,11796,4186
21300,379,-46190,5658,11823,4198
21350,382,-46235,5676,11850,4206
21400,384,-46305,5695,11876,4213
21450,386,-46460,5707,11905,4224
21500,387,-46585,5717,11932,4238
21550,392,-46655,5735,11960,4247
21600,392,-46775,5749,11989,4254
21650,392,-46745,5765,12011,4266
21700,392,-46705,5783,12028,4281
21750,392,-46770,5798,12054,4290
21800,392,-46835,5809,12082,4301
21850,393,-46870,5823,12107,4313
21900,396,-46975,5839,12135,4322
21950,396,-47035,5853,12161,4332
22000,396,-47120,5867,12185,4344
22050,396,-47235,5879,12213,4354
22100,397,-47255,5895,12237,4365
22150,399,-47405,5909,12269,4371
22200,399,-47425,5926,12291,4382
22250,399,-47600,5933,12323,4393
22300,399,-47700,5946,12349,4404
22350,400,-47790,5961,12376,4413
22400,402,-47925,5974,12404,4424
22450,402,-47870,5992,12424,4436
22500,402,-48030,6005,12453,4444
22550,402,-48190,6016,12486,4450
22600,403,-48270,6031,12512,4460
22650,404,-48355,6044,12541,4469
22700,405,-48480,6059,12570,4476
22750,405,-48655,6069,12602,4484
22800,405,-48700,6084,12626,4495
22850,409,-48825,6094,12656,4509
22900,409,-48890,6112,12682,4515
22950,410,-48975,6126,12709,4525
23000,410,-49120,6135,12740,4535
23050,410,-49305,6146,12771,4543
23100,410,-49485,6158,12801,4551
23150,413,-49580,6172,12829,4562
23200,413,-49670,6185,12854,4574
23250,414,-49765,6201,12881,4582
23300,414,-49880,6216,12909,4589
23350,414,-50020,6229,12939,4596
23400,416,-50300,6236,12977,4603
23450,416,-50410,6250,13005,4611
23500,417,-50410,6266,13027,4624
23550,419,-50550,6280,13058,4631
23600,420,-50770,6289,13092,4639
23650,421,-50865,6304,13118,4649
23700,423,-51080,6312,13152,4659
23750,424,-51140,6326,13178,4670
23800,424,-51200,6342,13206,4676
23850,425,-51350,6353,13235,4687
23900,426,-51420,6366,13261,4699
23950,429,-51465,6383,13284,4712
24000,430,-51510,6400,13307,4723
24050,430,-51590,6412,13333,4735
24100,431,-51635,6428,13361,4742
24150,433,-51790,6441,13391,4751
24200,433,-51955,6455,13423,4755
24250,433,-52075,6468,13451,4764
24300,433,-52170,6480,13474,4779
24350,435,-52245,6491,13500,4794
24400,435,-52390,6500,13525,4810
24450,436,-52440,6515,13551,4820
24500,438,-52655,6524,13583,4831
24550,438,-52830,6534,13615,4839
24600,438,-52915,6550,13641,4847
24650,440,-53070,6561,13672,4857
24700,441,-53160,6577,13700,4864
24750,443,-53280,6589,13730,4874
24800,444,-53275,6607,13752,4885
24850,444,-53385,6616,13778,4900
24900,444,-53485,6627,13805,4912
24950,444,-53585,6642,13833,4919
25000,444,-53690,6657,13860,4927
25050,446,-53805,6670,13889,4937
25100,447,-53875,6681,13913,4953
25150,450,-53985,6692,13941,4967
25200,452,-54120,6706,13970,4976
25250,453,-54215,6717,13995,4991
25300,453,-54300,6727,14021,5005
25350,453,-54420,6740,14049,5014
25400,453,-54540,6751,14078,5024
25450,454,-54650,6765,14106,5033
25500,454,-54650,6784,14125,5045
25550,456,-54860,6795,14157,5054
25600,459,-54960,6811,14186,5062
25650,460,-55055,6828,14214,5068
25700,460,-55200,6839,14244,5077
25750,462,-55240,6857,14269,5086
25800,462,-55330,6873,14297,5092
25850,462,-55510,6884,14326,5102
25900,463,-55620,6897,14353,5113
25950,463,-55840,6906,14387,5120
26000,463,-56000,6919,14419,5125
26050,466,-56090,6933,14445,5138
26100,470,-56195,6945,14472,5153
26150,471,-56380,6955,14502,5164
26200,472,-56465,6971,14528,5173
26250,473,-56485,6990,14552,5181
26300,473,-56530,7004,14575,5194
26350,473,-56655,7015,14603,5205
26400,474,-56765,7033,14632,5209
26450,474,-56935,7041,14663,5220
26500,474,-56955,7054,14684,5236
26550,476,-56995,7073,14710,5243
26600,476,-56850,7096,14726,5254
26650,478,-56950,7109,14752,5267
26700,479,-57120,7120,14783,5276
26750,480,-57245,7131,14811,5288
26800,480,-57275,7150,14836,5294
26850,482,-57360,7164,14860,5308
26900,482,-57530,7176,14892,5314
26950,483,-57680,7189,14923,5321
27000,484,-57825,7202,14955,5327
27050,484,-57945,7213,14981,5340
27100,485,-58030,7223,15007,5355
27150,485,-58175,7232,15035,5368
27200,486,-58240,7246,15060,5380
27250,486,-58295,7261,15085,5390
27300,487,-58475,7271,15119,5397
27350,488,-58575,7285,15146,5407
27400,488,-58705,7300,15174,5414
27450,490,-58805,7314,15201,5425
27500,491,-58755,7334,15222,5435
27550,495,-58885,7348,15252,5445
27600,497,-59005,7363,15279,5455
27650,497,-59015,7377,15300,5470
27700,497,-59210,7384,15331,5482
27750,497,-59225,7401,15354,5492
27800,497,-59335,7415,15382,5500
27850,498,-59545,7428,15416,5504
27900,501,-59725,7438,15447,5516
27950,504,-59740,7453,15468,5533
28000,504,-59820,7468,15494,5542
28050,507,-60005,7481,15527,5549
28100,508,-60040,7496,15553,5559
28150,508,-60190,7505,15583,5570
28200,508,-60300,7518,15610,5580
28250,510,-60415,7532,15637,5591
28300,510,-60500,7541,15662,5607
28350,511,-60595,7553,15688,5620
28400,514,-60635,7569,15714,5631
28450,518,-60620,7587,15735,5646
28500,518,-60770,7600,15766,5652
28550,518,-60925,7611,15797,5660
28600,518,-61200,7616,15834,5668
28650,518,-61395,7627,15866,5675
28700,519,-61520,7639,15892,5688
28750,520,-61605,7657,15920,5693
28800,525,-61665,7671,15946,5708
28850,526,-61735,7684,15972,5720
28900,526,-61825,7700,16000,5726
28950,528,-61915,7715,16027,5736
29000,532,-62025,7726,16055,5751
29050,532,-62200,7737,16085,5760
29100,533,-62285,7751,16112,5770
29150,534,-62330,7765,16135,5784
29200,534,-62330,7786,16159,5789
29250,535,-62400,7801,16187,5797
29300,538,-62385,7819,16211,5808
29350,541,-62470,7836,16238,5817
29400,541,-62605,7849,16266,5826
29450,542,-62765,7861,16297,5834
29500,543,-62970,7871,16332,5840
29550,543,-63120,7877,16359,5857
29600,544,-63265,7890,16391,5863
29650,544,-63420,7901,16419,5874
29700,547,-63550,7914,16448,5885
29750,551,-63560,7935,16473,5893
29800,552,-63565,7950,16493,5909
29850,553,-63725,7961,16526,5916
29900,553,-63765,7977,16549,5927
29950,553,-63835,7989,16574,5940
30000,556,-63885,8010,16600,5946
30050,557,-63955,8028,16628,5951
30100,557,-64000,8047,16653,5957
30150,557,-64210,8056,16683,5968
30200,560,-64150,8074,16701,5985
30250,561,-64365,8085,16735,5991
30300,561,-64385,8100,16758,6003
30350,562,-64435,8115,16784,6013
30400,562,-64590,8127,16813,6022
30450,562,-64730,8138,16838,6036
30500,564,-64805,8155,16864,6045
30550,567,-64845,8171,16890,6056
30600,570,-64985,8183,16919,6068
30650,572,-65045,8198,16943,6081
30700,572,-65120,8212,16969,6091
30750,573,-65145,8227,16991,6105
30800,573,-65225,8240,17015,6118
30850,574,-65255,8252,17036,6136
30900,577,-65395,8261,17062,6154
30950,578,-65685,8267,17100,6161
31000,578,-65810,8280,17127,6171
31050,578,-65790,8299,17147,6182
31100,582,-65935,8313,17177,6192
31150,582,-66160,8321,17212,6199
31200,583,-66290,8333,17243,6207
31250,583,-66365,8347,17269,6217
31300,583,-66490,8358,17297,6228
31350,583,-66670,8371,17328,6234
31400,584,-66775,8387,17356,6241
31450,586,-66950,8400,17388,6248
31500,587,-67095,8414,17418,6255
31550,587,-67145,8431,17443,6263
31600,587,-67300,8439,17471,6277
31650,589,-67340,8455,17494,6290
31700,589,-67475,8468,17522,6299
31750,591,-67650,8481,17554,6306
31800,594,-67860,8493,17587,6314
31850,594,-67955,8508,17613,6323
31900,595,-68085,8522,17643,6330
31950,596,-68275,8532,17675,6339
32000,597,-68370,8546,17703,6348
32050,598,-68435,8560,17731,6357
32100,599,-68550,8571,17761,6367
32150,600,-68725,8583,17792,6375
32200,600,-68780,8596,17818,6386
32250,602,-68855,8612,17846,6394
32300,603,-69020,8622,17877,6404
32350,603,-69235,8631,17912,6410
32400,603,-69380,8644,17941,6418
32450,603,-69440,8658,17967,6428
32500,604,-69630,8667,18001,6436
32550,605,-69735,8678,18027,6450
32600,606,-69885,8691,18058,6457
32650,606,-70060,8699,18088,6469
32700,608,-70035,8714,18108,6486
32750,608,-70030,8731,18129,6498
32800,611,-70160,8742,18159,6510
32850,612,-70305,8753,18186,6523
32900,614,-70390,8766,18212,6536
32950,614,-70545,8779,18242,6543
33000,614,-70740,8789,18276,6549
33050,615,-70860,8799,18304,6562
33100,615,-71065,8807,18337,6571
33150,616,-71225,8817,18369,6580
33200,617,-71380,8831,18400,6586
33250,617,-71500,8843,18427,6597
33300,617,-71570,8857,18451,6609
33350,618,-71750,8870,18482,6616
33400,619,-71910,8881,18512,6626
33450,619,-72025,8892,18539,6638
33500,622,-72165,8905,18572,6645
33550,624,-72295,8916,18599,6659
33600,627,-72345,8936,18624,6667
33650,628,-72490,8947,18651,6680
33700,628,-72560,8963,18677,6688
33750,628,-72715,8976,18707,6695
33800,628,-72795,8991,18733,6704
33850,631,-72720,9011,18756,6714
33900,632,-72705,9030,18778,6724
33950,633,-72830,9043,18808,6732
34000,633,-72810,9061,18830,6742
34050,633,-72835,9079,18852,6752
34100,634,-72910,9094,18876,6764
34150,635,-73020,9106,18902,6777
34200,636,-73130,9121,18931,6784
34250,636,-73160,9137,18956,6793
34300,637,-73275,9147,18985,6805
34350,639,-73350,9161,19011,6817
34400,639,-73490,9172,19039,6828
34450,639,-73555,9187,19065,6837
34500,640,-73685,9199,19096,6845
34550,641,-73650,9217,19118,6856
34600,641,-73740,9229,19142,6870
34650,642,-73985,9236,19175,6881
34700,642,-74055,9251,19203,6888
34750,643,-74175,9263,19233,6897
34800,644,-74180,9279,19254,6911
34850,646,-74305,9289,19281,6926
34900,649,-74305,9306,19304,6939
34950,649,-74325,9321,19327,6951
35000,650,-74455,9332,19357,6961
35050,652,-74575,9341,19384,6977
35100,654,-74670,9351,19411,6992
35150,656,-74770,9366,19439,7001
35200,658,-74850,9385,19466,7007
35250,658,-74990,9397,19495,7016
35300,659,-75090,9410,19524,7025
35350,659,-75185,9424,19549,7036
35400,659,-75195,9438,19573,7048
35450,659,-75315,9455,19602,7052
35500,659,-75440,9468,19629,7062
35550,662,-75635,9479,19661,7072
35600,663,-75855,9488,19695,7080
35650,663,-75905,9499,19717,7097
35700,663,-76085,9510,19749,7104
35750,664,-76210,9524,19777,7113
35800,667,-76245,9541,19802,7124
35850,668,-76340,9555,19830,7133
35900,668,-76470,9566,19860,7142
35950,669,-76620,9579,19891,7149
36000,669,-76935,9584,19929,7156
36050,670,-77070,9595,19958,7167
36100,671,-77150,9608,19985,7178
36150,672,-77185,9627,20009,7186
36200,672,-77340,9638,20037,7197
36250,678,-77455,9654,20066,7208
36300,682,-77435,9674,20087,7221
36350,683,-77540,9689,20114,7230
36400,683,-77615,9703,20140,7240
36450,683,-77755,9714,20168,7251
36500,684,-77960,9723,20199,7262
36550,686,-78090,9735,20224,7277
36600,689,-78145,9749,20251,7289
36650,690,-78240,9761,20277,7302
36700,690,-78245,9777,20301,7312
36750,691,-78280,9790,20325,7326
36800,691,-78325,9808,20349,7334
36850,692,-78440,9822,20376,7344
36900,695,-78630,9834,20410,7351
36950,696,-78705,9847,20432,7367
37000,697,-78735,9864,20455,7378
37050,697,-78840,9877,20483,7387
37100,697,-78895,9893,20509,7395
37150,697,-78925,9909,20531,7407
37200,697,-79200,9916,20567,7414
37250,699,-79335,9929,20595,7425
37300,700,-79425,9944,20622,7434
37350,701,-79510,9958,20649,7444
37400,702,-79495,9978,20672,7452
37450,702,-79560,9997,20699,7456
37500,703,-79700,10003,20728,7472
37550,703,-79710,10018,20753,7482
37600,704,-79850,10032,20784,7488
37650,704,-79865,10051,20806,7497
37700,704,-79875,10067,20829,7508
37750,705,-79920,10085,20853,7517
37800,705,-80100,10096,20882,7527
37850,709,-80175,10113,20908,7538
37900,711,-80370,10121,20940,7550
37950,712,-80480,10133,20966,7563
38000,712,-80685,10142,20997,7573
38050,714,-80760,10152,21025,7587
38100,718,-80910,10170,21058,7590
38150,718,-81050,10183,21088,7597
38200,719,-81130,10203,21116,7600
38250,719,-81325,10213,21147,7609
38300,719,-81550,10222,21180,7617
38350,719,-81595,10236,21203,7630
38400,719,-81715,10249,21231,7639
38450,724,-81840,10265,21261,7648
38500,724,-81950,10277,21290,7657
38550,726,-82045,10293,21317,7666
38600,727,-82045,10308,21338,7681
38650,728,-82230,10322,21372,7684
38700,728,-82265,10336,21397,7695
38750,728,-82385,10350,21426,7702
38800,728,-82425,10364,21450,7714
38850,728,-82525,10381,21477,7720
38900,728,-82555,10400,21499,7729
38950,728,-82675,10413,21527,7738
39000,730,-82790,10427,21557,7746
39050,731,-82785,10441,21581,7759
39100,732,-82985,10454,21614,7764
39150,732,-83200,10460,21646,7776
39200,734,-83410,10469,21676,7789
39250,734,-83540,10480,21703,7801
39300,734,-83715,10491,21736,7807
39350,734,-83810,10503,21762,7819
39400,734,-83925,10516,21791,7827
39450,734,-84035,10528,21820,7836
