games,splits,score,wins,loses,draws
50,2,-15,11,24,17
100,6,-5,34,49,23
150,18,20,54,68,46
200,29,-150,69,103,57
250,31,-180,84,127,70
300,36,-245,100,151,85
350,37,-210,123,172,92
400,40,-410,135,207,98
450,43,-470,148,232,113
500,48,-545,163,262,123
550,52,-635,180,291,131
600,54,-840,191,324,139
650,58,-980,201,351,156
700,69,-1080,221,381,167
750,76,-1230,232,410,184
800,80,-1420,244,444,192
850,81,-1405,261,464,206
900,83,-1500,277,491,215
950,87,-1655,288,522,227
1000,96,-1700,304,547,245
1050,100,-1925,311,581,258
1100,102,-2110,321,614,267
1150,105,-2220,334,644,277
1200,105,-2335,349,672,284
1250,109,-2400,364,698,297
1300,109,-2455,375,722,312
1350,111,-2595,387,748,326
1400,115,-2710,404,778,333
1450,118,-2755,417,800,351
1500,121,-2805,436,827,358
1550,122,-2805,456,850,366
1600,127,-2855,472,877,378
1650,129,-3025,482,907,390
1700,132,-3085,495,935,402
1750,138,-3285,505,968,415
1800,142,-3350,520,994,428
1850,145,-3500,535,1024,436
1900,149,-3640,546,1052,451
1950,158,-3690,560,1077,471
2000,163,-3665,579,1101,483
2050,165,-3700,592,1122,501
2100,174,-3795,611,1152,511
2150,176,-3975,622,1184,520
2200,182,-4100,635,1214,533
2250,189,-4035,655,1232,552
2300,198,-4225,668,1267,563
2350,201,-4465,678,1301,572
2400,202,-4495,696,1325,581
2450,208,-4640,707,1355,596
2500,211,-4720,725,1381,605
2550,220,-4740,743,1404,623
2600,226,-4940,756,1440,630
2650,230,-4940,776,1463,641
2700,234,-4755,802,1478,654
2750,239,-4805,819,1503,667
2800,240,-4895,835,1531,674
2850,245,-4960,848,1555,692
2900,248,-5065,864,1583,701
2950,252,-5045,882,1605,715
3000,254,-5185,894,1634,726
3050,259,-5135,921,1656,732
3100,263,-5245,935,1684,744
3150,268,-5445,943,1718,757
3200,272,-5455,960,1739,773
3250,275,-5640,973,1772,780
3300,284,-5735,989,1799,796
3350,287,-5860,1000,1830,807
3400,290,-5880,1020,1855,815
3450,301,-5925,1038,1882,831
3500,305,-6045,1055,1911,839
3550,308,-6110,1070,1934,854
3600,315,-6175,1091,1963,861
3650,328,-6290,1108,1993,877
3700,333,-6260,1129,2014,890
3750,339,-6395,1139,2042,908
3800,342,-6420,1157,2064,921
3850,343,-6435,1172,2085,936
3900,347,-6530,1189,2113,945
3950,349,-6620,1201,2140,958
4000,356,-6660,1216,2168,972
4050,363,-6740,1233,2196,984
4100,369,-6840,1248,2224,997
4150,375,-6975,1258,2252,1015
4200,377,-6990,1274,2274,1029
4250,382,-7125,1289,2304,1039
4300,383,-7220,1302,2331,1050
4350,385,-7150,1323,2351,1061
4400,391,-7115,1344,2373,1074
4450,397,-7215,1355,2400,1092
4500,405,-7300,1367,2428,1110
4550,410,-7360,1384,2454,1122
4600,417,-7510,1394,2485,1138
4650,418,-7540,1409,2509,1150
4700,421,-7560,1427,2532,1162
4750,422,-7710,1442,2562,1168
4800,424,-7760,1461,2589,1174
4850,427,-7855,1476,2618,1183
4900,432,-7950,1489,2642,1201
4950,436,-8030,1505,2669,1212
5000,438,-8000,1526,2690,1222
5050,446,-8005,1546,2715,1235
5100,449,-8040,1561,2741,1247
5150,451,-8150,1574,2768,1259
5200,456,-8190,1590,2794,1272
5250,460,-8280,1606,2822,1282
5300,462,-8405,1621,2851,1290
5350,462,-8585,1630,2881,1301
5400,467,-8735,1641,2910,1316
5450,470,-8890,1655,2941,1324
5500,474,-8985,1672,2969,1333
5550,475,-9195,1681,2999,1345
5600,476,-9360,1694,3030,1352
5650,486,-9560,1709,3065,1362
5700,489,-9570,1724,3087,1378
5750,491,-9715,1739,3118,1384
5800,498,-9785,1754,3143,1401
5850,506,-9855,1770,3169,1417
5900,511,-9720,1790,3189,1432
5950,519,-9710,1811,3215,1443
6000,521,-9775,1824,3242,1455
6050,526,-9895,1836,3269,1471
6100,529,-9940,1857,3296,1476
6150,532,-9905,1878,3318,1486
6200,535,-9950,1896,3342,1497
6250,537,-9960,1909,3368,1510
6300,544,-10035,1928,3396,1520
6350,552,-10075,1944,3425,1533
6400,554,-10245,1957,3455,1542
6450,559,-10300,1969,3483,1557
6500,570,-10330,1987,3510,1573
6550,573,-10305,2008,3530,1585
6600,576,-10445,2019,3558,1599
6650,582,-10545,2032,3587,1613
6700,587,-10480,2056,3606,1625
6750,588,-10520,2072,3629,1637
6800,591,-10720,2085,3662,1644
6850,593,-10720,2108,3685,1650
6900,601,-10795,2126,3712,1663
6950,605,-10775,2146,3736,1673
7000,611,-10930,2162,3769,1680
7050,617,-11080,2178,3800,1689
7100,623,-11220,2190,3829,1704
7150,628,-11300,2208,3858,1712
7200,630,-11520,2217,3892,1721
7250,641,-11485,2238,3914,1739
7300,644,-11590,2253,3941,1750
7350,653,-11730,2267,3972,1764
7400,665,-11885,2277,4002,1786
7450,671,-12035,2289,4032,1800
7500,676,-12040,2310,4055,1811
7550,677,-12135,2323,4085,1819
7600,683,-12245,2337,4113,1833
7650,685,-12365,2350,4141,1844
7700,689,-12445,2362,4167,1860
7750,695,-12560,2375,4196,1874
7800,695,-12660,2392,4223,1880
7850,699,-12785,2402,4253,1894
7900,702,-12950,2413,4285,1904
7950,702,-13100,2428,4315,1909
8000,705,-13100,2446,4336,1923
8050,708,-13185,2461,4361,1936
8100,713,-13275,2475,4387,1951
8150,717,-13390,2489,4417,1961
8200,720,-13500,2504,4443,1973
8250,727,-13565,2523,4470,1984
