games,splits,score,wins,loses,draws
50,4,115,21,21,12
100,4,-50,31,52,21
150,5,-170,47,80,28
200,6,-285,58,107,41
250,8,-420,73,137,48
300,12,-540,86,165,61
350,13,-595,106,192,65
400,15,-735,115,221,79
450,18,-735,131,243,94
500,19,-935,142,274,103
550,21,-1065,156,301,114
600,26,-1220,170,332,124
650,27,-1360,182,361,134
700,27,-1365,201,385,141
750,27,-1535,212,416,149
800,27,-1630,222,443,162
850,28,-1695,235,467,176
900,30,-1885,242,499,189
950,30,-2070,253,530,197
1000,32,-2130,271,557,204
1050,33,-2245,287,586,210
1100,33,-2260,302,610,221
1150,37,-2405,312,636,239
1200,38,-2455,329,661,248
1250,38,-2595,337,689,262
1300,39,-2730,352,719,268
1350,40,-2915,363,750,277
1400,45,-3060,375,781,289
1450,46,-3290,383,815,298
1500,47,-3445,394,846,307
1550,47,-3645,403,878,316
1600,51,-3745,415,906,330
1650,52,-3865,430,933,339
1700,53,-3870,451,956,346
1750,54,-3865,470,976,358
1800,55,-3965,484,1003,368
1850,56,-4005,500,1026,380
1900,59,-4165,509,1054,396
1950,62,-4325,522,1086,404
2000,62,-4395,535,1112,415
2050,63,-4485,550,1139,424
2100,64,-4580,564,1164,436
2150,65,-4790,573,1197,445
2200,65,-4840,589,1221,455
2250,67,-5010,599,1251,467
2300,67,-5215,606,1283,478
2350,67,-5340,619,1313,485
2400,67,-5495,629,1343,495
2450,68,-5640,639,1372,507
2500,69,-5775,651,1399,519
2550,70,-5925,661,1430,529
2600,70,-6045,669,1459,542
2650,71,-6140,682,1486,553
2700,73,-6305,693,1518,562
2750,73,-6360,710,1542,571
2800,73,-6545,721,1573,579
2850,74,-6650,736,1600,588
2900,75,-6745,753,1628,594
2950,78,-6830,769,1654,605
3000,79,-7070,778,1687,614
3050,80,-7240,788,1717,625
3100,84,-7300,804,1742,638
3150,84,-7245,821,1761,652
3200,88,-7450,829,1794,665
3250,88,-7690,835,1827,676
3300,92,-7815,848,1857,687
3350,92,-7915,861,1886,695
3400,94,-8095,874,1920,700
3450,95,-8170,887,1945,713
3500,95,-8240,897,1971,727
3550,97,-8295,911,1995,741
3600,99,-8355,930,2020,749
3650,100,-8505,940,2048,762
3700,102,-8600,954,2076,772
3750,102,-8665,969,2102,781
3800,106,-8725,986,2128,792
3850,109,-8890,995,2158,806
3900,110,-9080,1003,2191,816
3950,111,-9075,1021,2213,827
4000,111,-9085,1039,2235,837
4050,111,-9135,1052,2259,850
4100,116,-9235,1066,2286,864
4150,118,-9345,1081,2315,872
4200,120,-9350,1098,2337,885
4250,120,-9575,1106,2369,895
4300,128,-9620,1122,2394,912
4350,128,-9690,1138,2420,920
4400,130,-9810,1149,2449,932
4450,130,-10000,1158,2480,942
4500,130,-10135,1169,2506,955
4550,130,-10330,1178,2536,966
4600,131,-10435,1193,2563,975
4650,135,-10525,1207,2586,992
4700,135,-10555,1224,2609,1002
4750,136,-10665,1235,2637,1014
4800,138,-10805,1249,2668,1021
4850,142,-10865,1263,2691,1038
4900,142,-10855,1281,2711,1050
4950,146,-10880,1301,2735,1060
5000,147,-10890,1319,2757,1071
5050,148,-10985,1332,2784,1082
5100,150,-10990,1349,2806,1095
5150,151,-11140,1360,2835,1106
5200,152,-11150,1374,2856,1122
5250,154,-11345,1384,2890,1130
5300,154,-11455,1397,2917,1140
5350,154,-11500,1411,2940,1153
5400,157,-11660,1420,2971,1166
5450,157,-11770,1430,2995,1182
5500,159,-11965,1441,3027,1191
5550,159,-12085,1452,3053,1204
5600,161,-12120,1468,3080,1213
5650,162,-12235,1479,3107,1226
5700,163,-12405,1488,3139,1236
5750,167,-12600,1498,3170,1249
5800,174,-12700,1515,3197,1262
5850,175,-12930,1522,3230,1273
5900,176,-13025,1536,3258,1282
5950,178,-13145,1552,3286,1290
6000,178,-13295,1565,3317,1296
6050,181,-13450,1576,3345,1310
6100,185,-13400,1597,3364,1324
6150,186,-13495,1612,3390,1334
6200,188,-13740,1620,3424,1344
6250,188,-13770,1635,3445,1358
6300,188,-13935,1649,3477,1362
6350,189,-14080,1660,3507,1372
6400,189,-14205,1673,3534,1382
6450,189,-14485,1681,3570,1388
6500,190,-14525,1695,3594,1401
6550,195,-14650,1712,3625,1408
6600,196,-14720,1725,3648,1423
6650,197,-14875,1736,3676,1435
6700,197,-15020,1746,3705,1446
6750,198,-15080,1758,3726,1464
6800,198,-15245,1769,3758,1471
6850,198,-15290,1785,3780,1483
6900,199,-15345,1799,3804,1496
6950,200,-15515,1809,3834,1507
7000,203,-15650,1823,3863,1517
7050,203,-15775,1836,3890,1527
